response,answer,table_id,key,question
"In 2010, Tate Ellington portrayed the role of Aidan Hall in the film Remember Me.",Tate Ellington appeared as Aidan Hall in the 2010 film Remember Me.,totto_source/dev_json/example-543.json,544,What role did Tate Ellington portray in 2010?
"In 2004, Kjersti Plätzer placed 12th in the 20 km event at the Olympic Games in Athens, Greece. In 2007, she placed 4th in the 20 km event at the World Championships in Osaka, Japan.",Kjersti Plätzer finished 12th in the 2004 Olympic Games in Athens and 4th in the 2007 World Championships in Osaka.,totto_source/train_json/example-4671.json,12372,How successful was Kjersti Plätzer in 2004 and 2007?
"In the 2006 election, Michael D. Brown, the Democratic candidate, received 62,415 votes, which accounted for 73% of the total votes. Philip Pannell, another Democratic candidate, received 21,552 votes, which accounted for 25% of the total votes. Florence Pendleton, who ran as a write-in candidate, received 1,363 votes, which accounted for 2% of the total votes.","Florence Pendleton is a write-in candidate who secured 1,363 votes, Michael Donald Brown had victory with 62,415 votes over her, and Pannell's secured 21,552 votes for the Democratic party.",totto_source/dev_json/example-2072.json,2073,How did the candidates do in the 2006 election?
"The last single from the Eko EP, titled ""Rude Love,"" was released in 2017.","In 2017, the last single from the Eko EP, ""Unpredictable,"" was released.",totto_source/train_json/example-13140.json,20841,When was the last single from the Eko EP released?
"Léon Lommel succeeded Joseph Philippe as bishop of Luxembourg on October 21, 1956.",Léon Lommel succeeded Joseph Philippe as the bishop of Luxembourg on 21 October 1956.,totto_source/train_json/example-2971.json,10672,Who succeeded Joseph Philippe as bishop of Luxembourg and when?
The Sekken Church is unique from other churches in the list because it was built in 1908 and is located in Sekken.,"The Sekken Church is the only church in the Sekken parish, which is part of the Molde arch-deanery in the Diocese of Møre.",totto_source/train_json/example-6031.json,13732,How would you describe the Sekken Church from other churches?
"Tomás de Teresa performed the best in his career at the 1994 European Championships in Helsinki, Finland where he finished in 3rd place in the 800m event with a time of 1:46.57.","Tomás de Teresa placed 1st in 1986 at the European Junior Championships in Birmingham, United Kingdom.",totto_source/dev_json/example-1739.json,1740,Where did Tomás de Teresa perform the best in his career?
One of the churches of the Rissa parish is Rissa Church. The Rissa parish is part of the Rissa prosti.,Rein Church is one of the churches for the Rissa parish which is part of the Fosen prosti.,totto_source/train_json/example-4817.json,12518,"What is one of the churches of the Rissa parish, and in which prosti is the Rissa parish part of?"
Steve Biggins played in the Third Division during his time in Oxford United.,Steve Biggins played for Oxford United in Third Division in 1982–84 and the Second Division in 1984–85.,totto_source/dev_json/example-2000.json,2001,What divisions did Steve Biggins play during the time in Oxford United?
"After ""Reasons to Hate,"" Ned Cameron produced ""Money and the Power"" by Kid Ink and ""Sunset"" by Kid Ink. There were no featured artists in these singles.","After producing DJ Felli Fel's single ""Reason To Hate"" featuring Ne-Yo, Tyga, and Wiz Khalifa, Ned produced ""Money and the Power"" and ""Sunset"" on Kid Ink’s Almost Home.",totto_source/train_json/example-4381.json,12082,"What did Ned produce after ""Reason To Hate"" and what were the artists featured in these singles?"
"James Waterston made his film debut in the movie ""Dead Poets Society"" in 1989, where he played the role of Gerard Pitts.","James Waterston first appeared playing Gerard Pitts in the 1989 film, ""Dead Poets Society"".",totto_source/dev_json/example-40.json,41,What film and role did James Waterston play as debut?
The Department of Justice's Asset Forfeiture Fund took in $93.7 million in 1986 and $1 billion in 2008.,"In 1986, the Department of Justice's Asset Forfeiture Fund took in $93.7 million and in 2008 took in $1 billion.",totto_source/train_json/example-453.json,8154,How much forfeitures did the Department of Justice's Asset Forfeiture Fund take in 1986 and 2008?
"In the 1967 San Diego mayoral election, Frank Curran of the Democratic Party received 96,597 votes, accounting for 67.2% of the total votes. Allen Hitch of the Republican Party received 47,230 votes, accounting for 32.8% of the total votes. The total number of votes cast in the election was 143,827.","In the 1967 San Diego mayoral election, Curran defeated Hitch with 67.2% of the vote.",totto_source/train_json/example-13312.json,21013,What were the results of the 1967 San Diego mayoral election?
Meirionnydd Nant Conwy was represented by Dafydd Elis Thomas in the 1983 election.,"From 1983 to 1992, Meirionnydd Nant Conwy was represented by Dafydd Elis Thomas.",totto_source/dev_json/example-2103.json,2104,When was Meirionnydd Nant Conwy represented by Dafydd Elis Thomas?
"During his debut in the American Hockey League, Jean-Luc Grand-Pierre had a solid performance. He played 75 games, scored 4 goals, had 6 assists, and accumulated 10 points. He also had 211 penalty minutes, indicating a physical and aggressive playing style.","After playing four seasons in the Quebec Major Junior Hockey League, Jean-Luc Grand-Pierre made debut in the American Hockey League with the Rochester Americans during the 1997–98 season, with ten points and 211 penalty minutes in 75 games.",totto_source/train_json/example-9429.json,17130,How effective was Jean-Luc Grand-Pierre's performance during his debit in the American Hockey League? 
"In the 2009 World Championships, Remalda Kergytė-Dauskurdienė finished 52nd in the Marathon event with a time of 2:45:28.","Remalda Kergytė-Dauskurdienė represented Lithuania in 2009 World Championships, reaching 52nd place.",totto_source/train_json/example-5007.json,12708,What was the success of Remalda Kergytė-Dauskurdienė in 2009 World Championships?
"Yes, Kellie Pickler received certifications for her singles ""Red High Heels"" (RIAA: Gold) and ""Best Days of Your Life"" (RIAA: Platinum).","The 2006 single ""Red High Heels"" by Kellie Pickler received an RIAA: Gold certification and the 2008 single ""Best Days of Your Life"" by Kellie Pickler received an RIAA: Platinum certification.",totto_source/dev_json/example-1710.json,1711,Did Kellie Pickler receive any certifications in her discography?
"The Conservative party performed well in East Surrey, with their candidate Geoffrey Howe receiving 23,563 votes, which accounted for 51.16% of the total votes. They held onto the seat, with a majority of 8,019 votes. There was no swing mentioned in the table.",A Conservative Party MP won against the opposition candidate who got 33.75% of the vote.,totto_source/train_json/example-5159.json,12860,How did the Conservative party perform in East Surrey?
The New Classic won the Favorite Rap/Hip-Hop Album category at the 2014 American Music Awards and the Breakthrough Artist Release category at the 2014 ARIA Music Awards.,The New Classic won the Breakthrough Artist Release at the 2014's ARIA Music Awards and Favorite Rap/Hip-Hop Album at the 2014 American Music Awards.,totto_source/train_json/example-7877.json,15578,Which awards did The New Classic win in 2014?
"The song ""Lemonade"" was first released in Italy on June 12, 2012, in Romania on June 14, 2012, and in Japan on August 1, 2012.","Lemonade was released for radio airplay in Italy on 12 June 2012, followed by its digital release on 14 June 2012 through MediaPro Music in Romania and on 1 August 2012 in Japan.",totto_source/dev_json/example-1961.json,1962,"When was the song ""Lemonade"" first released in Italy, Romania and Japan?"
"Yes, Judith Light won Tony Awards in 2012 for Outstanding Featured Actress in a Play for Other Desert Cities and in 2013 for Outstanding Featured Actress in a Play for The Assembled Parties.","In 2012 and 2013, Light won two consecutive Tony Awards for Best Featured Actress in a Play, for her performances in Other Desert Cities and The Assembled Parties.",totto_source/dev_json/example-1858.json,1859,Did Judith Light ever win Tony Awards?
"Kirani James was very effective during the 2016 Summer Olympics as he won the gold medal in the Men's 400 meters event with a time of 44.02 seconds, which was a season's best for him.","In the semi-finals, James had a season's best time of 44.02 to win the round nearly two tenths ahead of Merritt.",totto_source/train_json/example-243.json,7944,How effective was Kirani James during the 2016 summer olympics? 
"In 2014, Two Days, One Night was nominated for the Palme d'Or and won the Prize of the Ecumenical Jury, receiving a Special Prize.","In 2014, Dardenne brothers´s film Two Days, One Night was nominated for the Palme d'Or at the Cannes Film Festival. It also received the Special Prize for the Prize of the Ecumenical Jury.",totto_source/dev_json/example-2586.json,2587,"What awards and nominations did Two Days, One Night obtain in 2014?"
"In 1975, Jeannie Berlin appeared in the film ""Sheila Levine Is Dead and Living in New York."" In 2011, she appeared in the film ""Margaret."" In 2014, she appeared in the film ""Inherent Vice."" In 2016, she appeared in the films ""Café Society"" and ""The Night Of"" miniseries.","Jeannie Berlin appeared in films such as Sheila Levine Is Dead and Living in New York (1975), Margaret (2011), Inherent Vice (2014) and Cafe Society (2016), as well as the miniseries The Night Of (2016).",totto_source/train_json/example-6653.json,14354,"What films and miniseries did Jeannie Berlin appear in in 1975, 2011, 2014, and 2016?"
"In 2018, Molly Seidel achieved 3rd place in the Great Edinburgh International Cross Country race in Edinburgh, Scotland, in the 6 km event with a time of 21:04. She also helped Team USA secure 3rd place in the team standings with 81 points.","Molly Seidel represented the Team USA at the 2018 Great Edinburgh International Cross Country in Scotland, where she led the team to 3rd place by finishing third in the 6 km in a time of 21:04.",totto_source/train_json/example-4629.json,12330,What were the highlights of Molly Seidel career in 2018 in the event that was held in Scotland?
The National Union won 130 seats in the 1969 Portuguese legislative election. The turnout for that election was 62.5%.,The National Union won all seats in the 1969 Portuguese legislative election with a turnout of 62.5%.,totto_source/train_json/example-9557.json,17258,How many seats did the National Union win and what was the turnout during that election?
"Hannu Järvenpää played a total of 114 games in the National Hockey League (NHL). He played for the Winnipeg Jets in the NHL during the seasons 1986-87, 1987-88, and 1988-89.","From 1986 to 1989, Hannu Järvenpää played 114 games for the Winnipeg Jets in the National Hockey League (NHL).",totto_source/dev_json/example-2118.json,2119,How many games and when did Hannu Järvenpää play for the National Hockey League (NHL)?
Thomas Gibson appeared in the role of Daniel Nyland in Chicago Hope for 70 episodes.,"Thomas Gibson appeared as Daniel Nyland in Chicago Hope, Greg Montgomery in Dharma & Greg, and Aaron Hotchner in Criminal Minds (2005–2016).",totto_source/train_json/example-13640.json,21341,"Throughout his career, which roles did Thomas Gibson appear as in 70 or more episodes?"
"Josef Craig from Great Britain won the first heat in the Men's 400 metre freestyle S7 event at the 2012 Summer Paralympics. The record he set was 4:45.79, which is a new world record (WR).",British swimmer Josef Craig won the first heat and made world record with 45.79 seconds.,totto_source/dev_json/example-284.json,285,Who won the first heat and what's the record?
"Judy Kuhn's most recent role was as M'Lynn in Steel Magnolias, which was performed at The Cape Playhouse in 2018.","In 2018, Judy Kuhn played Golde at the Menier Chocolate Factory in Fiddler on the Roof.",totto_source/train_json/example-7140.json,14841,What and where was Judy Kuhn's most recent role?
"Yes, John Howard Davies played the title role in the film ""Oliver Twist"" in 1948 and the title role in ""Tom Brown's Schooldays"" in 1951.",John Howard Davies appeared in the title role in Oliver Twist (1948) and in the title role in Tom Brown's Schooldays (1951).,totto_source/dev_json/example-1747.json,1748,Did John Howard Davies play any title roles in his career?
"In the video games released in 2003 and 2005, David Duchovny voiced the characters Jason Fly in XIII and Ethan Cole in Area 51.","Duchovny voiced Ethan Cole in the 2005 video game Area 51, as well as Jason Fly in the 2003 video game XIII.",totto_source/train_json/example-3747.json,11448,Who did Duchovny voice in the video games released in 2003 and 2005?
"In 2016, Annaleigh Ashford reprised the role of Dot/Marie in ""Sunday in the Park with George"" at the Hudson Theatre on Broadway.",Annaleigh Ashford reprised her role from 2016 as Dot/Marie in Sunday in the Park with George in the show on Broadway at the Hudson Theater.,totto_source/train_json/example-6966.json,14667,What role did Annaleigh Ashford reprise (and in which theatre) on Broadway in 2016?
"In 2001, Rachel House received the Chapman Tripp Theatre Award for Director of the Year for the play ""Have Car Will Travel"" and the New Zealand Listener Award for Best Director for the same play.","In 2001, House won Director of the Year award at the Chapman Tripp Theatre Award and the New Zealand Listener Award for her direction of Have Car Will Travel.",totto_source/train_json/example-251.json,7952,What awards did Rachel House receive in 2001?
"In the 2005 Pengkalan Pasir by-election, the top two candidates were Hanafi Mamat from BN and Hanifa Ahmad from PAS. Hanafi Mamat received 7,422 votes and Hanifa Ahmad received 7,288 votes.","In the 2005 Pengkalan Pasir by-election, Hanafi got 7,422 votes and Hanifa got 7,288 votes.",totto_source/train_json/example-13794.json,21495,"In the 2005 Pengkalan Pasir by-election, who were the top two candidates and how many votes did each candidate receive?"
"The winning party, People's Party, won 134 out of a total of 169 seats, which is approximately 79.3% of the total seats.","In the 1903 Bulgarian parliamentary election, the result was a victory for the People's Party, which won 134 of the 169 seats.",totto_source/train_json/example-13835.json,21536,"As a result of the 1903 Bulgarian parliamentary election, what ratio of total seats did the winning party walk away with with?"
"Daniel Zeichner won the election with a majority of 599 votes, which was a difference of 1.2% compared to his closest opponent, Julian Huppert from the Liberal Democrat party.",Daniel Zeichner won the Cambridge seat with a majority of 599 votes against Huppert.,totto_source/dev_json/example-2124.json,2125,How did Daniel Zeichner win the election compared to his closest opponent?
"Michael Phelps of the United States won the gold medal in the Men's 200 metre individual medley. He defeated Ryan Lochte, also from the United States, to win the gold.",Phelps claimed gold medal in 1:54.27 defeating Lochte.,totto_source/train_json/example-2733.json,10434,Who won the gold medal and whom did they defeat?
"After five seasons in the QMJHL league, Frédéric St-Denis went on to play for the University of Quebec and then joined the Hamilton Bulldogs in the AHL.","After playing for the Drummondville Voltigeurs for five seasons from 2002 to 2007, Frédéric St-Denis joined the University of Quebec in the CIS league for the 2007-2008 season.",totto_source/dev_json/example-1749.json,1750,What happened to Frédéric St-Denis after five seasons in the QMJHL league?
The two teams that joined Mousesports on 2018-07-30 were Alex161 from Germany and Tigreee from Germany.,"On July 30, 2018, Mousesports joined the Rocket League of Tigreee and Alex161.",totto_source/train_json/example-1269.json,8970,Which two teams joined the Mousesports on 2018-07-30?
Dreama Walker played the role of Harper Grace in the miniseries Seven Deadly Sins.,"In 2010, Walker starred as Harper Grace in the miniseries Seven Deadly Sins.",totto_source/dev_json/example-448.json,449,What did Dreama Walker play in the Seven Deadly Sins?
"Eric Close starred as Travis Tanner in the show ""Suits"" in the year 2011.",Close starred as Travis Tanner in Suits from 2011 to 2015.,totto_source/train_json/example-400.json,8101,Which show did Eric Close star as Travis Tanner and which year?
"In 2004, Jamie Bell appeared in the film ""Undertow"" as Chris Munn. In 2005, he appeared in the films ""Dear Wendy"" as Dick Dandelion and ""The Chumscrubber"" as Dean Stifle.","Jamie Bell was in the cast of Undertow (2004), Dear Wendy (2005), The Chumscrubber (2005), and King Kong (2005).",totto_source/train_json/example-13651.json,21352,Which films did Jamie Bell appear in in 2004 and 2005?
"Haya Harareet appeared in Ben-Hur in 1959 and The Secret Partner in 1961, two consecutive years.","Haya Harareet appeared in The Secret Partner (1961), and as Dr. Madolyn Bruckner in The Interns (1962).",totto_source/train_json/example-2547.json,10248,What films did Haya Harareet appear in in two consecutive years?
Ben Howland's first season at Mississippi State was not successful. The team finished with a record of 14-17 and placed 11th in the Southeastern Conference.,"In Ben Howland's first season, Mississippi State finished with a record of 14–17 (7–11 SEC).",totto_source/train_json/example-9424.json,17125,How was Ben Howland's first season at Mississippi State?
Charlotte's professional football team is the Carolina Panthers and they play in the National Football League. Charlotte's professional basketball team is the Charlotte Hornets and they play in the National Basketball Association.,Charlotte is home to the Carolina Panthers of the National Football League (NFL) and the Charlotte Hornets of the National Basketball Association (NBA).,totto_source/train_json/example-799.json,8500,"What are Charlotte's professional football and basketball teams, and what leagues do they play in?"
"Kevin Bartlett joined Cardiff City in the 1987-88 season, and the team was playing in the Fourth Division.","In 1987–88, Kevin Bartlett joined Cardiff City with the Fourth Division.",totto_source/train_json/example-6287.json,13988,"What team did Kevin Bartlett join in 1987-88, and which division was the team playing in?"
Eric Cray holds the record for the 400 m hurdles with a time of 48.98 seconds.,Eric Cray holds the Filipino record in the 400 metres hurdles and 100 metres.,totto_source/dev_json/example-2200.json,2201,What events do Eric Cray hold the record for?
"Zersenay Tadese earned his first 10,000 m Game Record at the All-Africa Games in 2007, with a time of 27:00.30.","In 2007, during the All-Africa Games, Zersenay Tadese won the gold medal in the 10,000 m event with a Games record time of 27:00.30.",totto_source/train_json/example-13929.json,21630,"When did Zersenay Tadese earn his first 10,000 m Game Record at the All-Africa Games, and what was his time?"
"In the 2018 NACAC Championships, Maggie Ewen achieved 3rd place in the discus throw event with a distance of 59.00 m (193 ft 7 in) and 1st place in the shot put event with a distance of 18.22 m (59 ft 9 in).",Maggie Ewen earned a bronze medal when she threw 59.00 m (193 ft 7 in) in Toronto at the 2018 NACAC Championships.,totto_source/train_json/example-4200.json,11901,What did Maggie Ewen achieve in 2018 NACAC Championships?
"Eleanor Tomlinson played the role of Xenya in the film ""Siberian Education"", which was first released in 2013.","In 2013, Eleanor Tomlinson played as Xenya in the film Siberian Education.",totto_source/train_json/example-13846.json,21547,In which film did Eleanor Tomlinson play Xenya and when was that film first released?
"In the year 2001, Destiny's Child had a very successful year compared to the other years of their careers. They received nominations for multiple awards including Record of the Year and Song of the Year for ""Say My Name."" They also won awards for Best R&B Song and Best R&B Performance by a Duo or Group with Vocals for ""Say My Name.""","In 2001, Destiny's Child won two Grammy awards for ""Say My Name"": Best R&B Performance by a Duo or Group and Best R&B Song.",totto_source/train_json/example-4510.json,12211,"How successful was the group Destiny's Child during the year 2001, compared to the other years of their careers?"
"Michelle Bai played the role of Princess Yushu in the television show ""The Myth"" in 2010.","In 2010, Bai played the role of Princess Yushu in The Myth.",totto_source/train_json/example-13837.json,21538,When and in which television show did Michelle Bai play the role of Princess Yushu?
Flick had 157 penalty minutes with Mississauga in 2010 and 167 penalty minutes with Mississauga in 2011.,"In 2010 and 2011, Flick had 157 and 167 penalty minutes respectively with Mississauga.",totto_source/train_json/example-4529.json,12230,How many penalty minutes did Flick get with Missisauga in 2010 and 2011?
Goran Jevtic won the Ardalion Award for Best Stage Actor and the Serbian Oscar of Popularity for Best Theatrical Performance for Hamlet in 2011.,"In Hamlet, Goran Jevtić won the Ardalion and the Serbian Oscar of Popularity in 2011.",totto_source/train_json/example-3040.json,10741,What awards did Goran Jevtic win for Hamlet in 2011?
"Muse was nominated for or won the Best British Band award in 2001, 2002, 2003, 2004, and 2007.","Muse has been nominated for the ""Best British Band"" award five times, from 2001 to 2004 and again in 2007, but only won the award in 2001.",totto_source/train_json/example-7081.json,14782,When did Muse get nominated for or win the Best British Band award?
"The election involving Wilfrid Roberts was very close, with a majority of only 1,277 votes.","Wilfrid Roberts lost the Election as Member of Parliament by 1,277 votes.",totto_source/dev_json/example-1763.json,1764,How close was the election involving Wilfrid Roberts?
"In 2011, Adelaide Clemens played the role of Ladybird in the film ""Vampire"" directed by Iwai Shunji.","In 2011, Adelaide Clemens starred in Vampire as Ladybird and in Certainty as Deb Catalano.",totto_source/dev_json/example-1284.json,1285,What did Adelaide Clemens play in 2011?
"Bryan Pringle appeared as Arthur Pringle in the film ""Auf Wiedersehen, Pet"" and as Felix Norman in the film ""Prime Suspect"".","Bryan Pringle appeared as Arthur Pringle in Auf Wiedersehen, Pet, and as Felix Norman in Prime Suspect in 1991.",totto_source/train_json/example-3975.json,11676,What films did Bryan Pringle appear as Arthur Pringle and as Felix Norman?
Harvey Fierstein's La Cage aux Folles earned the Tony Award for Best Book of a Musical in 1984 and was nominated for the Drama Desk Award for Outstanding Book of a Musical in the same year.,"Fierstein's La Cage aux Folles won a Tony Award for Best Book of a Musical, and a Drama Desk nomination for Outstanding Book.",totto_source/train_json/example-13691.json,21392,Which awards and nominations did Harvey Fierstein's La Cage aux Folles earn?
"In 2013, Pelle Rietveld participated in the European Indoor Championships in Gothenburg, Sweden, where he competed in the Heptathlon and finished 8th with 5906 points. He also participated in the World Championships in Moscow, Russia, where he competed in the Decathlon and finished 21st with 7840 points.","In 2013, Pelle Rietveld competed at the European Indoor Championships in Gothenburg, Sweden and World Championships in Moscow, Russia.",totto_source/dev_json/example-1837.json,1838,What games did Pelle Rietveld participate in 2013?
"WHQR broadcasts on HD2 at the frequency of 92.7 in Cape Fear, North Carolina and at the frequency of 102.3 in Myrtle Beach, South Carolina.","WHQR is broadcast on the HD-2 stream of 92.7 in Cape Fear, North Carolina, and on 102.3 from Myrtle Beach, South Carolina.",totto_source/train_json/example-770.json,8471,On what frequencies in what cities does WHQR broadcast on HD2?
The frequency of KSLP in South Dakota was 90.3 MHz and the frequency of KSLS in North Dakota was 90.7 MHz.,"KSLT are full power stations; KSLP has a frequency of 90.3 in Fort Pierre, South Dakota and KSLS has a frequency of 90.7 in Dickinson, North Dakota.",totto_source/train_json/example-3656.json,11357,What were the frequencies of KSLP in South Dakota and KSLS in North Dakota? 
"The result of the 1990 Maryland gubernatorial election was a Democratic hold, with William Donald Schaefer winning with 59.76% of the votes.",Democrat William Donald Schaefer defeated Republican nominee William S. Shepard.,totto_source/train_json/example-9571.json,17272,What was the result of the 1990 Maryland gubernatorial election?
Kristina Gadschiew finished in 10th place in the 2009 World Championships.,Kristina Gadschiew competed at the 2009 World Championships and finished in tenth place with a score of 4.40 m.,totto_source/train_json/example-13368.json,21069,Where did Kristina Gadschiew finish in the 2009 World Championships she competed in?
"At the 2009 World Championships, Nuria Fernández achieved a 4th place ranking in the 1500m event. At the 2009 European Indoor Championships, she achieved a 4th place ranking in the 3000m event.",Nuria Fernández finished fourth in the 1500 m at the 2009 World Championships and fourth again in the 3000 m at the 2009 European Indoor Championships.,totto_source/train_json/example-4656.json,12357,What was interesting about the rankings Nuria Fernández achieve at the 2009 World Championships and the 2009 European Indoor Championships?
Billy Poulson scored a total of 15 goals in 225 games for Burslem Port Vale.,Billy Poulson had scored 15 goals in 225 games for the club Vale.,totto_source/train_json/example-13185.json,20886,How many goals in how many games did Billy Poulson score for club Vale?
Tom Felton's performance in Harry Potter and the Half-Blood Prince won him the Best Villain award at the 2010 MTV Movie Awards.,Tom Felton's performances in Harry Potter and the Half-Blood Prince and Harry Potter and the Deathly Hallows – Part 1 won him two consecutive MTV Movie Awards for Best Villain in 2010.,totto_source/train_json/example-13322.json,21023,What did Tom Felton's performances in Harry Potter and the Half-Blood Prince win him in 2010 MTV Movie Awards?
The drop of the New Texas Giant is 147 ft or 45 m and the max vertical angle is 79°.,New Texas Giant had a drop of 147 feet (45 m) at an angle of 79°.,totto_source/train_json/example-1240.json,8941,What are the drop and max vertical angle of the New Texas Giant?
O'Connor made 137 appearances and played in 4 seasons with Burnley.,O'Connor made 149 appearances in four seasons at the club.,totto_source/train_json/example-7012.json,14713,How many appearances and seasons did O'Connor put in with Burnley?
"From 2013 until 2017, Drew Van Acker played the role of Remi Delatour in Devious Maids and the role of Detective Tommy Campbell in Training Day.",Drew Van Acker starred as Remi Delatour on Devious Maids (2013–2015) and as Detective Tommy Campbell on Training Day (2017).,totto_source/train_json/example-2148.json,9849,Which roles did Drew Van Acker play from 2013 until 2017?
Brendan Hansen came in 4th place in the men's 100 metre breaststroke during the 2008 Summer Olympics.,"U.S. swimmer Brendan Hansen pulled off fourth-place in 59.57, two-tenths of a second (0.20) behind Duboscq.",totto_source/train_json/example-99.json,7800,Who came in 4th place in the men's 100 metre breaststroke during the 2008 Summer Olympics?
"In the 2010 Sri Lankan presidential election, the final turnout was 74.50%, the number of registered electors was 14,088,500, and the total poll was 10,495,451.","Final turnout was 74.5%, with 10,495,451 voting out of the 14,088,500 voters registered in the 2010 Sri Lankan presidential election.",totto_source/train_json/example-13334.json,21035,"What are the values for the final turnout, registered electors and total poll in the 2010 Sri Lankan presidential election?"
The Chengdu Metro has a total of 171 stops along its length.,Chengdu Metro has six lines operated covering 226 km with 171 stations.,totto_source/train_json/example-4869.json,12570,How populated is the Chengdu metro in terms of stops along its length?
"Harry Nilsson won the Best Contemporary Vocal Performance, Male award in 1970 for ""Everybody's Talkin'"" and the Best Male Pop Vocal Performance award in 1973 for ""Without You"".","Harry Nilsson won Best Contemporary Vocal Performance, Male in 1970 for ""Everybody's Talkin'"" and Best Pop Vocal Performance in 1973 for ""Without You"".",totto_source/dev_json/example-1989.json,1990,What awards did Harry Nilsson win?
"In the 1921 Cardiganshire by-election, Ernest Evans, the candidate for the Coalition Liberal party, received 14,111 votes, which accounted for 57.3% of the total votes. He won the election with a majority of 3,590 votes.","In the 1921 Cardiganshire by-election, Evans won the seat for the Coalition by a majority of 3,590 votes.",totto_source/train_json/example-4428.json,12129,How well did Evans do in the 1921 Cardiganshire by-election?
"San Jose State's record worsened from 2000-01 to 2001-02. In the 2000-01 season, they had a record of 14-14 overall and 6-10 in conference play, finishing 7th in the conference. However, in the 2001-02 season, their record dropped to 10-22 overall and 4-14 in conference play, finishing 9th in the conference.",San Jose State dropped to a 10–22 record in 2001–02 from a 14-14 record in 2000-01.,totto_source/dev_json/example-1632.json,1633,How did San Jose State's record change from 2000-01 to 2001-02?
"In Charlie and the Chocolate Factory, Jordan Fry played the role of Mike Teavee. In Meet the Robinsons, he provided the voice for the character Lewis.","Jordan Fry played as Mike Teavee in the 2005 film, Charlie and the Chocolate Factory, and as Lewis in Meet the Robinsons.",totto_source/train_json/example-2529.json,10230,What roles did Jordan Fry play in Charlie and the Chocolate Factory and Meet in the Robinsons?
"In 2019, Angelson played the role of Ruth in the TV show Flack.","In 2019, Angelson played Ruth in Flack.",totto_source/dev_json/example-1235.json,1236,What did Angelson play in 2019?
Lufshan Shakeeb appeared in the most films in the year 2011.,"In 2011, Lufshan Shakeeb appeared in Loodhifa, Sazaa, E Bappa, and Wathan.",totto_source/dev_json/example-1555.json,1556,What year did Lufshan Shakeeb appear in the most films?
"The two most populous areas in Wales are Cardiff with a population of 362,800 and Swansea with a population of 245,500.","Swansea is the second most populous area in Wales, after Cardiff.",totto_source/train_json/example-3611.json,11312,What are the two most populous areas in Wales?
"In 1986, Kelly Jo Minter portrayed the role of Toni in the television film ""Charley Hannah.""","In 1986, Minter portrayed Toni in the television film Charley Hannah and Vicky in an episode of Walt Disney's Wonderful World of Color called ""The Deacon Street Deer"".",totto_source/train_json/example-1371.json,9072,What roles and from which television films did Kelly Jo Minter portray in 1986?
"After 5 seasons in the Premier League playing for Wimbledon, Jason Euell moved to Charlton Athletic.","After 5 seasons with Wimbledon in the Premier League, Jason Euell spent the 2000–01 season with Wimbledon in the First Division.",totto_source/dev_json/example-1664.json,1665,What happened to Jason Euell after 5 seasons in the Premier League playing for Wimbledon?
The top two drivers at the Miller High Life 400 in 1986 were Geoffrey Bodine and Darrell Waltrip.,Geoffrey Bodine would lead the 1986 Miller High Life 400 with 332 points while Darrell Waltrip had only two points behind him.,totto_source/train_json/example-2549.json,10250,Who were top two at the Miller High Life in 1986?
"The Tour De Force tour ended on December 14, 1986, in Sydney, Australia at the Sydney Entertainment Centre.","Tour De Force tour ended on 14 December 1986, at Sydney's Sydney Entertainment Centre.",totto_source/train_json/example-13993.json,21694,When and where did the Tour De Force tour end in 1986?
"Cleethorpes is a UK Parliament constituency. Currently, Martin Vickers represents Cleethorpes and he is a member of the Conservative Party.","Cleethorpes is a constituency created in 1997, currently represented in the UK Parliament since 2010 by Martin Vickers of the Conservative Party.",totto_source/train_json/example-6134.json,13835,What is Cleethorpes and which person and party currently represent it?
Barbie Forteza won the Best Supporting Actress award in 2014 for the film Mariquina.,"In 2014, Barbie Forteza won the Best Supporting Actress award in Cinemalaya for the film Mariquina.",totto_source/train_json/example-4536.json,12237,What award did Barbie Forteza win in 2014 and for what film?
Audrius Raizgys finished in 8th position at the 1994 European Championships in Helsinki.,Audrius Raizgys finished eighth at the 1994 European Championships in Helsinki with a jump of 16.59 metres.,totto_source/train_json/example-13055.json,20756,What position did Audrius Raizgys finish at the 1994 European Championships in Helsinki.
"Richard Dean Anderson played the role of Tony Kaiser in the television film ""Ordinary Heroes"" in 1986.","Anderson played Tony Kaiser in the TV movie Ordinary Heroes, which aired in 1986.",totto_source/train_json/example-13759.json,21460,When and in which television film did Richard Dean Anderson play the role of Tony Kaiser?
Ryan Kennedy has played Travis Hollier in Whistler and Jake Harrow in Hellcats as recurring characters.,"Ryan Kennedy appeared as ""Travis Hollier"" in the 2006 TV series Whistler and ""Jake Harrow"" in the 2010 TV series Hellcats.",totto_source/train_json/example-138.json,7839,What recurring characters has Ryan Kennedy played
"In 2015, Rittenhouse appeared in the TV show ""Blood & Oil"" as Cody LeFever.","In 2015, Rittenhouse was cast as Cody LeFever in Blood & Oil.",totto_source/dev_json/example-221.json,222,What TV show did Rittenhouse appear in 2015?
"In 2007-2008, Marco Pigossi played the role of Miguel Finnegan in ""Eterna Magia"" and Bruno in ""Queridos Amigos"".","In 2007, Marco Pigossi participated in Eterna Magia, playing Miguel Finnegan, and then appeared as the Bruno in the Queridos Amigos (2008).",totto_source/train_json/example-3043.json,10744,What roles did Marco Pigossi play in 2007-2008?
