id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
16773,"What were Fofana's times, events, and venues in 2015 and 2016?","in 2015, hassane fofana participated in the 60 m hurdles event in prague, czech republic, with a time of 7.75 seconds. in 2016, he participated in the 110 m hurdles event in amsterdam, netherlands, with a time of 13.52 seconds.",hassane fofana finished in 13.52 in the 110 meters hurdles (amsterdam 2016) and in 7.75 in the 60 meters hurdles (prague 2015).,"select event, venue, notes from T where year in (2015, 2016);",6,63,"event | venue | notes
60 m hurdles | prague, czech republic | 7.75
110 m hurdles | amsterdam, netherlands | 13.52"
12510,What are the populations of the three largest ethnic groups?,"the populations of the three largest ethnic groups in vancouver kingsway are as follows:
1. chinese: 37,355
2. european: 32,905
3. total population: 103,760","the three largest ethnic groups are chinese (36%), european (31.7%) and filipino (12.5%).","select ethnic_groups_in_vancouver_kingsway_2016_source__21, population from T order by population desc limit 3;",6,75,"ethnic_groups_in_vancouver_kingsway_2016_source__21 | population
total population | 103760
chinese | 37355
european | 32905"
9796,"What were the minimum and maximum prizes earned, and who won the least?","the minimum prize earned was $947,172, the maximum prize earned was $10,000,000, and bruno politano won the least.","the final table's minimum prize was $730,725 which was earned by mark newhouse and the maximum was $10,000,000.","select min(prize), max(prize), name from T;",3,72,"min(prize) | max(prize) | name
$10000000 | $947172 | bruno politano"
20887,What club and league did Giourkas Seitaridis appear in for the 2003–04 season?,"in the 2003-04 season, giourkas seitaridis appeared for panathinaikos in the alpha ethniki league.","in the 2003–04 season, giourkas seitaridis appeared in alpha ethniki with panathinaikos.",select * from T,336,336,"row_number | club_performance | club_performance1 | club_performance2 | league | league1 | cup | cup1 | continental | continental1 | others | others1 | total | total1
0 | season | club | league | apps | goals | apps | goals | apps | goals | apps | goals | apps | goals
1 | greece | greece | greece | league | league | greek cup | greek cup | europe | europe | others | others | total | total
2 | 1998–99 | pas giannina | beta ethniki | 6 | 0 | – | – | – | – | – | – | 6 | 0
3 | 1999–0 | pas giannina | beta ethniki | 24 | 3 | – | – | – | – | – | – | 24 | 3
4 | 2000–1 | pas giannina | alpha ethniki | 10 | 2 | – | – | – | – | – | – | 10 | 2
5 | 2000–1 | panathinaikos | alpha ethniki | 12 | 0 | – | – | 2 | 1 | – | – | 14 | 1
6 | 2001–2 | panathinaikos | alpha ethniki | 19 | 0 | 1 | 0 | 7 | 0 | – | – | 27 | 0
7 | 2002–3 | panathinaikos | alpha ethniki | 25 | 0 | 2 | 0 | 2 | 0 | – | – | 29 | 0
8 | 2003–4 | panathinaikos | alpha ethniki | 21 | 0 | 6 | 0 | 8 | 0 | – | – | 35 | 0
9 | portugal | portugal | portugal | league | league | portuguese cup | portuguese cup | europe | europe | others | others | total | total
10 | 2004–5 | porto | primeira liga | 23 | 0 | 2 | 0 | 11 | 0 | – | – | 36 | 0
11 | russia | russia | russia | league | league | russian cup | russian cup | europe | europe | others | others | total | total
12 | 2005 | dynamo moscow | premier league | 8 | 0 | – | – | – | – | – | – | 8 | 0
13 | 2006 | dynamo moscow | premier league | 0 | 0 | – | – | – | – | – | – | 0 | 0
14 | spain | spain | spain | league | league | copa del rey | copa del rey | europe | europe | others | others | total | total
15 | 2006–7 | atlético madrid | la liga | 31 | 0 | 2 | 0 | – | – | – | – | 33 | 0
16 | 2007–8 | atlético madrid | la liga | 14 | 0 | – | – | 4 | 1 | – | – | 18 | 1
17 | 2008–9 | atlético madrid | la liga | 14 | 0 | 2 | 0 | 4 | 0 | – | – | 20 | 0
18 | greece | greece | greece | league | league | greek cup | greek cup | europe | europe | playoffs | playoffs | total | total
19 | 2009–10 | panathinaikos | superleague | 8 | 0 | 2 | 0 | – | – | – | – | 10 | 0
20 | 2010–11 | panathinaikos | superleague | 7 | 0 | 2 | 0 | – | – | – | – | 9 | 0
21 | 2011–12 | panathinaikos | superleague | 2 | 0 | – | – | – | – | 1 | 0 | 3 | 0
22 | 2012–13 | panathinaikos | superleague | 24 | 0 | 3 | 0 | 5 | 0 | 1 | 0 | 33 | 0
23 | career total | career total | career total | 248 | 5 | 22 | 0 | 43 | 2 | 2 | 0 | 315 | 7"
9080,How many workers in Main work were engaged as cultivators and Agricultural Labourers?,"in the main work category, there were 124 workers engaged as cultivators and 90 workers engaged as agricultural laborers.",workers engaged in main work were 124 cultivators and 90 agricultural labourers.,select * from T,145,145,"row_number | particulars | total | male | female
0 | total no. of houses | 190 | nan | nan
1 | total | 946 | 493.0 | 453.0
2 | in the age group 0–p6y | 93 | 56.0 | 37.0
3 | scheduled castes (sc) | 288 | 155.0 | 133.0
4 | scheduled tribes (st) | 0 | 0.0 | 0.0
5 | literates | 618 | 335.0 | 283.0
6 | illiterate | 328 | 158.0 | 170.0
7 | total worker | 317 | 286.0 | 31.0
8 | main worker | 307 | 278.0 | 29.0
9 | main worker - cultivator | 124 | 120.0 | 4.0
10 | main worker - agricultural labourers | 90 | 84.0 | 6.0
11 | main worker - household industries | 4 | 3.0 | 1.0
12 | main worker - other | 89 | 71.0 | 18.0
13 | marginal worker | 10 | 8.0 | 2.0
14 | marginal worker - cultivator | 2 | 1.0 | 1.0
15 | marginal worker - agriculture labourers | 2 | 2.0 | 0.0
16 | marginal worker - household industries | 1 | 0.0 | 1.0
17 | marginal workers - other | 5 | 5.0 | 0.0
18 | marginal worker (3-p6m) | 5 | 4.0 | 1.0
19 | marginal worker - cultivator (3-p6m) | 1 | 1.0 | 0.0
20 | marginal worker - agriculture labourers (3-p6m) | 0 | 0.0 | 0.0
21 | marginal worker - household industries (3-p6m) | 1 | 0.0 | 1.0
22 | marginal worker - other (3-p6m) | 3 | 3.0 | 0.0
23 | marginal worker (0-p3m) | 5 | 4.0 | 1.0
24 | marginal worker - cultivator (0-p3m) | 1 | 0.0 | 1.0
25 | marginal worker - agriculture labourers (0-p3m) | 2 | 2.0 | 0.0
26 | marginal worker - household industries (0-p3m) | 0 | 0.0 | 0.0
27 | marginal worker - other workers (0-p3m) | 2 | 2.0 | 0.0
28 | non worker | 629 | 207.0 | 422.0"
717,When and where did Sampson star as “Ozzy”?,"sampson starred as ""ozzy"" in the walking dead in 2019.","in 2019, sampson starred as “ozzy” in the series the walking dead.",select * from T,130,130,"row_number | year | title | role | notes
0 | 1996-2000 | recovery | co-host | various episodes
1 | 2001 | blue heelers | glenn rossiter | episode: ""letter of the law""
2 | 2002 | blue heelers | tony costa | episode: ""fishing for dummies""
3 | 2002 | short cuts | dj | episode: ""what a feeling""
4 | 2003 | stingers | ali | episode: ""cul-de-sac""
5 | 2003 | greeks on the roof | dimi | 11 episodes
6 | 2004 | the secret life of us | tyrone | episode: ""stretching the friendship""
7 | 2005 | the secret life of us | video shop guy/tyrone | episode: ""the character question""
8 | 2006-2009 | thank god you're here | himself | none
9 | 2007 | wilfred | cyros | episode: ""dog eat dog""
10 | 2007 | the king | ugly dave gray | tv movie
11 | 2007 | chandon pictures | bevan | episode: ""cousins"" episode: ""bevan's heaven""
12 | 2008 | underbelly | michael thorneycroft | 3 episodes
13 | 2008 | time trackers | leonardo da vinci | episode: ""da vinci""
14 | 2010 | the librarians | xavier fisher | 4 episodes
15 | 2010-2011 | spirited | zach hannigan | 15 episodes
16 | 2012 | beaconsfield | brett 'cress' cresswell | tv movie
17 | 2012 | howzat! kerry packer's war | allan johnston | episode: ""1.1"" episode: ""1.2""
18 | 2013 | paper giants: magazine wars | patrick bowring | tv miniseries, 2 episodes
19 | 2014 | party tricks | wayne duffy | 6 episodes
20 | 2015 | fargo | bear gerhardt | recurring role; 9 episodes
21 | 2016-2017 | shut eye | fonso marks | 20 episodes
22 | 2018 | nightflyers | rowan | main role
23 | 2018 | voltron: legendary defender | ranveig (voice) | episode: ""kral zera""
24 | 2018 | drunk history | hughes | episode: ""death""
25 | 2019 | the walking dead | ozzy | 2 episodes"
21182,Who were the winner and runner up in the 2016 presidential election in New Jersey?,the winner and runner up in the 2016 presidential election in new jersey are not provided in the given sql query result.,the 2016 united states presidential election in new jersey was won by hillary clinton with 55.5% of the vote over donald trump's 41.35%.,select candidate from T where votes = (select max(votes) from T);,1,77,"candidate
turnout"
7921,"What kind of voice work did Shelly Blond do in 2007 and 2014, and in which productions?","in 2007 and 2014, shelly blond did voice work in ""snow white: the sequel"" where she voiced cinderella, and in ""moomins on the riviera"" where she voiced audrey glamour.","shelley blond is the voice of cinderella in snow white: the sequel, and audrey glamour in the 2014 film moomins on the riviera.","select title, role, notes from T where year in (2007, 2014) and notes like '%voice%';",6,20,"title | role | notes
snow white: the sequel | cinderella | voice
moomins on the riviera | audrey glamour | voice"
10226,Who won the election and by how many seats?,"in the 1995 ivorian parliamentary election, the democratic party of côte d'ivoire - african democratic rally won with 148 seats, winning by a majority of 134 seats.","the result was a victory for the democratic party of côte d'ivoire – african democratic rally, which won 148 of the 175 seats.","select party, seats from T;",10,30,"party | seats
democratic party of côte d'ivoire – african democratic rally | 148
rally of the republicans | 14
ivorian popular front | 12
vacant | 1
total | 175"
17674,What was Thunder doing in the 2011 movie Padam Padam?,"in the 2011 movie padam padam, thunder had a cameo role as yang kang-woo.","in 2011, thunder had a cameo role in padam padam, where he played the role of yang kang-woo.",select * from T,48,48,"row_number | title | year | network | role | notes
0 | welcome to the show | 2011 | sbs | himself | cameo; sitcom
1 | moon tni 90 | 2011 | mnet | koo jun-yup | fictional drama
2 | padam padam | 2011 | kbs | yang kang-woo | cameo
3 | strongest k-pop survival | 2012 | channel a | himself | cameo
4 | nail shop paris | 2013 | mbc plus media | jin | lead role
5 | make a woman cry | 2015 | mbc | kang hyun-seo | supporting role
6 | we broke up | 2015 | cj e&m | himself | cameo; web drama
7 | woman with a suitcase | 2016 | mbc | cheondung | cameo (episode 5)"
11222,What was the total number of houses and the male and female population of Bhandal Bet?,"bhandal bet has a total of 585 houses and a population of 2,884, with 1,486 males and 1,398 females.","bhandal bet has a total number of 585 houses and a population of 2,884 of which include 1,486 males and 1,398 females.","select particulars, total, male, female from T where particulars = ""total no. of houses"" or particulars = ""population"" or particulars = ""child (0-6)"";",12,45,"particulars | total | male | female
total no. of houses | 585 | none | none
population | 2884 | 1486 | 1398
child (0-6) | 306 | 162 | 144"
1811,"Which categories of Tony Awards did ""A View from the Bridge"" win?","""a view from the bridge"" won the tony award for best revival of a play and the tony award for best direction of a play.",a view from the bridge won the tony award for best revival of a play and ivo van hove won the tony award for best direction of a play.,select * from T,90,90,"row_number | year | award_ceremony | category | nominee | result
0 | 2016 | tony award | best revival of a play | best revival of a play | won
1 | 2016 | tony award | best performance by a leading actor in a play | mark strong | nominated
2 | 2016 | tony award | best direction of a play | ivo van hove | won
3 | 2016 | tony award | best scenic design of a play | jan versweyveld | nominated
4 | 2016 | tony award | best lighting design of a play | jan versweyveld | nominated
5 | 2016 | drama desk award | outstanding revival of a play | outstanding revival of a play | won
6 | 2016 | drama desk award | outstanding actor in a play | mark strong | nominated
7 | 2016 | drama desk award | outstanding actress in a play | nicola walker | nominated
8 | 2016 | drama desk award | outstanding director of a play | ivo van hove | won
9 | 2016 | outer critics circle award | outstanding revival of a play | outstanding revival of a play | nominated
10 | 2016 | outer critics circle award | outstanding actor in a play | mark strong | nominated
11 | 2016 | outer critics circle award | outstanding actress in a play | nicola walker | nominated
12 | 2016 | outer critics circle award | outstanding director of a play | ivo van hove | won
13 | 2016 | drama league award | distinguished revival of a play | distinguished revival of a play | won
14 | 2016 | theatre world award | theatre world award | mark strong | won"
21241,What ratio of total votes did Pierre Bertho earn during the 1946 Dahomey and Togo by-election?,pierre bertho earned 644 votes out of the total votes during the 1946 dahomey and togo by-election.,pierre bertho of the popular republican movement was the candidate elected with 644 of the 818 votes casted.,"select votes from T where candidate = ""pierre bertho"" and party = ""popular republican movement"";",1,25,"votes
644"
14571,How many stations does Koumi Line have altogether and what are they?,"the koumi line has a total of 30 stations. the stations are: aonuma, haguroshita, higashi-komoro, iwamurada, kai-koizumi, kai-ōizumi, kaize, kita-nakagomi, kiyos","koumi line has 31 stations including kobuchizawa station in hokuto, yamanashi and komoro station in komoro, nagano.","select count(station), station from T group by station;",64,288,"count(station) | station
1 | aonuma
1 | haguroshita
1 | higashi-komoro
1 | iwamurada
1 | kai-koizumi
1 | kai-ōizumi
1 | kaize
1 | kita-nakagomi
1 | kiyosato
1 | kobuchizawa
1 | koumi
1 | managashi
1 | matsubarako
1 | misato
1 | mitsuoka
1 | nakagomi
1 | nakasato
1 | namezu
1 | nobeyama
1 | otome
1 | saku-hirose
1 | saku-uminokuchi
1 | sakudaira
1 | shinano-kawakami
1 | station
1 | takaiwa
1 | tatsuokajō
1 | umijiri
1 | usuda
1 | yachiho
1 | ōtabe
1 | 小諸"
21603,When did Alessandra Negrini comprise the role of Clara in what movie?,"alessandra negrini played the role of clara in the movie ""olho no olho"" in 1993.",alessandra negrini played the role of clara in olho no olho (1993).,"select year, title from T where role = ""clara"" and title is not null;",2,130,"year | title
1993 | olho no olho"
1507,Was is the latest IETF standards documentation and when was it released?,"the latest ietf standards documentation is ""tftp windowsize option"" and it was released in january 2015.",the tftp windowsize option (rfc 7440) was published in january 2015.,"select title, published from T order by published desc limit 1;",2,66,"title | published
tftp windowsize option | 2015-1"
12107,What percentage of votes held the 1940 Bow and Bromley election seat for labour?,the 1940 bow and bromley election seat was held by the labour party with 95.8% of the votes.,"on a reduced turnout, key held the 1940 bow and bromley by-election seat for labour with 95.8% of the votes.",select * from T,35,35,"row_number | party | party1 | candidate | votes | _ | ±
0 | none | labour | charles key | 11594 | 95.8 | +18.2
1 | none | communist | isabel brown | 506 | 4.2 | n/a
2 | majority | majority | majority | 11088 | 91.6 | +3.6
3 | turnout | turnout | turnout | 12100 | 32.4 | −27.1
4 | none | labour hold | labour hold | swing | nan | none"
21092,How many votes did Judith Flanagan Kennedy defeat Clancy with in 2009?,judith flanagan kennedy defeated clancy with 27 votes in 2009.,"in 2009, clancy was defeated by judith flanagan kennedy by a total of 8,043 votes to 8,016.",select * from T,28,28,"row_number | party | party1 | candidate | votes | _ | ±
0 | none | nonpartisan | judith flanagan kennedy | 8043 | 49.94 | None
1 | none | nonpartisan | edward j. clancy jr. | 8016 | 49.78 | None
2 | none | write-in | write-in | 45 | 0.28 | None
3 | turnout | turnout | turnout | 16104 | 33.1 | None"
14990,"In which locations did Keila Costa compete in late May and early June, and how did she perform in late May?","keila costa competed in brazil, specifically in belém, in late may. in late may, she performed in the long jump event and achieved a result of 6.88 meters with a wind of -0.1 m/s.","on 20 may 2007, keila costa jumped 6.88 metres in belém, and also participated in são paulo on 7 june 2013.",select * from T,35,35,"row_number | event | result | venue | date
0 | outdoor | outdoor | outdoor | outdoor
1 | 100 m | 12.43 s (wind: +0.5 m/s) | brazil belém | 2005-5-6
2 | long jump | 6.88 m (wind: -0.1 m/s) | brazil belém | 2007-5-20
3 | triple jump | 14.58 m (wind: +2 m/s) | brazil são paulo | 2013-6-7
4 | indoor | indoor | indoor | indoor
5 | long jump | 6.64 m | france paris-bercy | 2009-2-13
6 | triple jump | 14.11 m | russia moscow | 2006-3-10"
11319,Which television series did Morgan simultaneously appear in 2005 and 2006?,"morgan simultaneously appeared in ""the o.c."" and ""weeds"" in 2005, and in ""jam"" in 2006.","in 2005 and 2006, morgan simultaneously appeared in three television series: in the series supernatural as john winchester, in a recurring role in grey's anatomy as denny duquette, and as judah botwin in two episodes of the series weeds.","select title, year from T where year = 2005 or year = 2006;",6,150,"title | year
the o.c. | 2005
weeds | 2005
jam | 2006"
8404,Has Alexandria Daddario reprised any of her roles for multiple films?,"yes, alexandra daddario has reprised her role as annabeth chase in multiple films.","in 2013, daddario reprised her role as annabeth chase in the film percy jackson: sea of monsters, which is the sequel to percy jackson & the olympians: the lightning thief.","SELECT role, COUNT(*) FROM T GROUP BY role HAVING COUNT(*) > 1;",4,145,"role | COUNT(*)
annabeth chase | 2
n/a | 2"
20761,What percentage of the vote did each candidate receive?,"declan o'scanlon jr. received 25.6% of the vote, caroline casagrande received 25.5% of the vote, mike panter received 25.0% of the vote, and amy mallet received 23.9% of the vote.","o'scanlon, casagrande, panter and mallet received 25.6%, 25.5%, 25.0% and 23.9% of the vote.","select candidate, votes, _ from T;",15,35,"candidate | votes | _
declan o'scanlon jr. | 24493 | 25.6
caroline casagrande | 24352 | 25.5
mike panter | 23842 | 25.0
amy mallet | 22870 | 23.9
total votes | 95557 | 100.0"
11374,Which films did Raghava Lawrence act in 2000?,"in 2000, raghava lawrence acted in the films ""unnai kodu ennai tharuven"" and ""parthen rasithen"".",raghava lawrence acted in unnai kodu ennai tharuven (2000) and in parthen rasithen (2000).,select film from T where year = 2000;,2,108,"film
unnai kodu ennai tharuven
parthen rasithen"
21057,What channel and definition did The U Too began broadcasting on?,the u too began broadcasting on channel 26.2 in 480i definition.,the u too began broadcasting on wmeu-cd simulcast channel 26.2 in 16:9 standard definition.,"select channel, video from T where programming = ""simulcast of wmeu-cd"";",2,36,"channel | video
26.2 | 480i"
10055,What happened to the two heaviest ships Gerhard Bigalk attacked?,the table does not provide information about the fate of the two heaviest ships attacked by gerhard bigalk.,"gerhard bigalk damaged one ship of 8,096 grt, and sunk one warship of 11,000 tons.","select name, fate from T where tonnage_grt > 10000;",2,42,"name | fate
hms audacity | sunk"
13051,"What singles did Baby D release in 1995 and 1996, and which album were they from?","in 1995 and 1996, baby d released the singles ""(everybody's got to learn sometime) i need your loving"" and ""so pure"" from the album ""deliverance"". they also released the single ""take me to heaven"" from the album ""deliverance"".","baby d's single ""(everybody's got to learn sometime) i need your loving"" was released in 1995 and ""so pure"" and ""take me to heaven"" in 1996, all from the album deliverance.","select single, album from T where year in (1995, 1996);",6,132,"single | album
""(everybody's got to learn sometime) i need your loving"" | deliverance
""so pure"" | deliverance
""take me to heaven"" | deliverance"
1870,"What awards did Patricia Routledge win for producing ""Keeping Up Appearances""?","patricia routledge won the british comedy award for best tv comedy actress in 1991 for her role in ""keeping up appearances.""","for keeping up appearances, patricia routledge was nominated for the bafta tv award for best light entertainment performance in 1992 and 1993.",select * from T,54,54,"row_number | year | award | category | work | result
0 | 1968 | tony award | best actress in a musical | darling of 2023-11-27 | won
1 | 1979 | olivier award | best supporting actress | and a nightingale sang... | nominated
2 | 1985 | olivier award | best supporting performance | richard iii | nominated
3 | 1988 | olivier award | best actress in a musical | candide | won
4 | 1989 | bafta tv award | best actress | talking heads: a lady of letters | nominated
5 | 1991 | british comedy award | best tv comedy actress | keeping up appearances | won
6 | 1992 | bafta tv award | best light entertainment performance | keeping up appearances | nominated
7 | 1992 | olivier award | best actress | talking heads | nominated
8 | 1993 | bafta tv award | best light entertainment performance | keeping up appearances | nominated"
1775,Did George Rose win any awards for Featured Actor?,"no, george rose was nominated for a tony award for best performance by a featured actor in a musical.","in 1979, george rose won the drama desk award for outstanding featured actor in a play for the kingfisher.","select award, result from T where category = 'best performance by a featured actor in a musical';",2,72,"award | result
tony award | nominated"
2289,What awards did Amber Kuo receive for starring in the film The Year of Happiness and Love?,amber kuo received a nomination for best actress at the 45th golden bell awards for starring in the film the year of happiness and love.,amber kuo was nominated in 2010 for best actress at the 45th golden bell awards for her role in the happy times of that year.,select * from T,30,30,"row_number | year | award | category | nominated_work | result
0 | 2010 | 12th taipei film festival | best new talent | au revoir taipei | won
1 | 2010 | 45th golden bell awards | best actress | 2023 of happiness and love | nominated
2 | 2012 | 14th taipei film festival | best supporting actress | love | won
3 | 2012 | 49th golden horse awards | best supporting actress | love | nominated
4 | 2013 | 13th chinese film media awards | best supporting actress | love | nominated"
706,When did ANA fly its last flight of Airbus A321-100?,ana flew its last flight of airbus a321-100 in 2008.,"ana flew its last flight of an airbus a321-100, in 2008.","select year_retired from T where aircraft = ""airbus a321-100"";",1,120,"year_retired
2008"
20704,Who played in Johnson's of Native Son?,margaret qualley played mary dalton in rashid johnson's native son.,"in 2019, qualley played mary dalton in rashid johnson's of native son.",select * from T,90,90,"row_number | year | title | role | director | notes
0 | 2013 | palo alto | raquel | gia coppola | none
1 | 2016 | the nice guys | amelia | shane black | none
2 | 2016 | kenzo world | margaret | spike jonze | advertisement for kenzo
3 | 2016 | dream girl | nora | lauren caris cohan | short film
4 | 2017 | novitiate | sister cathleen harris | maggie betts | none
5 | 2017 | the vanishing of sidney hall | alexandra | shawn christensen | none
6 | 2017 | death note | mia sutton | adam wingard | none
7 | 2018 | light beings | girl | natasha khan | short film
8 | 2018 | donnybrook | delia angus | tim sutton | none
9 | 2019 | io | sam walden | jonathan helpert | none
10 | 2019 | native son | mary dalton | rashid johnson | none
11 | 2019 | adam | casey | rhys ernst | none
12 | 2019 | once upon a time in hollywood | kitty kat | quentin tarantino | post-production
13 | 2019 | strange but true | melissa | rowan athale | post-production
14 | tba | against all enemies | tba | benedict andrews | post-production"
7867,What are some television series that Andy Gross appeared as a ventriloquist?,"andy gross appeared as a ventriloquist in the television series ""beverly hills, 90210"" and ""after judgment"".","andy gross acted as ventriloquist in television series such as beverly hills, 90210, las vegas and after judgment.","select title from T where role = ""ventriloquist"";",2,48,"title
beverly hills, 90210
after judgment"
8564,Which roles did Olivia Cooke star in?,"olivia cooke starred in the roles of meg demoys, nancy linnet, emma decody, loch ness monster, becky sharp, and none.","olivia cooke played the role of emma decody in bates motel from 2013 to 2017, and in 2018 starred as becky sharp in vanity fair.",select role from T;,6,30,"role
meg demoys
nancy linnet
emma decody
loch ness monster
becky sharp
none"
11699,In which Marathi language shows did Hattangad act?,"hattangadi acted in the marathi language shows ""char divas sasuche,"" ""vahinisaheb,"" and ""honar sun me hya gharchi.""","hattangadi acted in the marathi char divas sasuche on etv marathi, vahinisaheb and honar sun me hya gharchi on zee marathi","select title from T where language = ""marathi"";",3,54,"title
char divas sasuche
vahinisaheb
honar sun me hya gharchi"
1792,What Off-Broadway roles did Patti Murin play?,"patti murin played the following off-broadway roles: 
1. mirette - ensemble
2. lysistrata jones - lysistrata jones
3. fly tni - daphne
4. transport group theatre company - lysistrata jones",patti murin played the off-broadway roles of ensemble in mirette at the york theatre company and daphne in fly by night at playwrightd horizons.,select * from T,138,138,"row_number | years | production | role | location | category
0 | 2002 | crazy for you | polly baker | broward stage door theatre | regional
1 | 2003 | how to succeed in business without really trying | rosemary pilkington | broward stage door theatre | regional
2 | 2003 | parade | mrs. frances phagan | broward stage door theatre | regional
3 | 2004 | annie get your gun | annie oakley | broward stage door theatre | regional
4 | 2005 | princesses | tam / annabelle | 5th avenue theatre | out of town tryout
5 | 2005 | mirette | ensemble | york theatre company | off-broadway
6 | 2006 | beauty and the beast | belle | various | american tour
7 | 2007 | xanadu | swing (u/s clio / kira) | helen hayes theatre | broadway
8 | 2007 | xanadu | euterpe, siren, '40s singer, thetis (replacement) | helen hayes theatre | broadway
9 | 2007 | xanadu | dance captain (replacement) | helen hayes theatre | broadway
10 | 2010 | give it up! | lysistrata jones | dallas theater center | regional
11 | 2011 | transport group theatre company | lysistrata jones | off-broadway | none
12 | 2011 | the little mermaid | princess ariel | the muny | regional
13 | 2011 | lysistrata jones | lysistrata jones | walter kerr theatre | broadway
14 | 2012–13 | wicked | glinda (replacement) | various | first national tour
15 | 2013 | love's labour's lost | princess | delacorte theater | shakespeare in the park
16 | 2014 | fly tni | daphne | playwrights horizons | off-broadway
17 | 2014 | holiday inn | linda mason | goodspeed opera house | regional
18 | 2015 | lady, be good | susie trevor | new york city center | encores!
19 | 2015 | holiday inn | linda mason | the muny | regional
20 | 2016 | nerds | sally | longacre theatre | broadway (cancelled)
21 | 2017 | frozen | princess anna | buell theatre | out of town tryout
22 | 2018 | frozen | princess anna | st. james theatre | broadway"
21407,What television roles did Talitha Bateman play in 2014 and 2015?,"in 2014 and 2015, talitha bateman played the role of a cheerleader in ""maker shack agency"" and the role of scarlett kincaid in ""hart of dixie"".",talitha bateman appeared in the pilot episode of maker shack agency in 2014 and played as scarlett kincaid in three episodes of hart of dixie in 2015.,"select title, role from T where year in (2014, 2015);",4,35,"title | role
maker shack agency | cheerleader
hart of dixie | scarlett kincaid"
945,Which single-episode role did Julie Warner play in 2009?,"in 2009, julie warner played the role of rose pinchbinder in the tv show ""true jackson, vp"" and the role of andrea schillo in the tv show ""crash"".","in 2009, julie warner played rose pinchbinder in the tv show true jackson, vp in the episode ""keeping tabs"".","select title, role from T where year = 2009;",4,160,"title | role
true jackson, vp | rose pinchbinder
crash | andrea schillo"
7932,"Who was Speakers of the House of Representatives of Yemen until 1993, and who replaced him?",dr. yasin said numan was the speaker of the house of representatives of yemen until 1993. it is not specified who replaced him in the given information.,"in yemen, numan was the speaker of parliament, until the election of 1993 when he was replaced by abdullah ibn husayn al-ahmar.","select name, took_office, left_office from T where left_office <= 1993;",3,15,"name | took_office | left_office
dr. yasin said numan | 1990 | 1993"
8302,Who was God's Army 2: States of Grace (2005) directed by and which two films were also directed by the same director?,god's army 2: states of grace (2005) was directed by richard dutcher. the two other films directed by richard dutcher are brigham city (2001) and god's army (2000).,god's army 2: states of grace (2005) – a sequel to god's army by richard dutcher and brigham city (2001) was also directed by dutcher.,select * from T,128,128,"row_number | title | year | studio | actors | director | budget | gross
0 | the best p2y | 2003 | halestorm entertainment | k.c. clyde, kirby heyborne, david nibley, cameron hopkin, scott christopher, michael flynn | scott s. anderson | $400000 | $1163450
1 | the book of mormon movie, vol. 1: the journey | 2003 | halestorm entertainment | noah danby, kirby heyborne, jacque gray, bryce chamberlain, jan gardner, ron frederickson | gary rogers | $1500000 | $1680020
2 | brigham city | 2001 | zion films | richard dutcher, matthew a. brown, wilford brimley, carrie morgan, jongiorgi enos, tayva patch | richard dutcher | $900000 | $852206
3 | charly | 2002 | none | jeremy hoop, randy king, heather beers | adam thomas anderegg | $950000 | $813685
4 | forever strong | 2008 | lonesome highway productions | sean faris, gary cole, penn badgley, arielle kebbel, sean astin, neal mcdonough, olesya rulin | ryan little | none | $719556
5 | god's army | 2000 | zion films | matthew a. brown, richard dutcher, jacque gray, desean terry, michael buster, luis robledo, jeff kelly, john pentecost, lynne carr | richard dutcher | $300000 | $2637726
6 | god's army 2: states of grace | 2005 | zion films | lucas fleischer, jeffrey scott kelly, j.j. boone | richard dutcher | $800000 | $203144
7 | the saratov approach | 2013 | 3 coin productions, saratov films | corbin allred, maclain nelson, nikita bogolyubov, alex veadov | garrett batty | $ | $2146999
8 | inspired guns | 2014 | pitch white entertainment | shona kay, dashieli wolf, jarrod phillips, rick macy, charan prabhakar, christian busath, alix maria taulbee | adam white | $175000 | none
9 | the other side of heaven | 2001 | walt disney pictures | christopher gorham, anne hathaway | mitch davis | $7000000 | $4720371
10 | the r.m. | 2003 | halestorm entertainment | kirby heyborne, daryn tufts, will swenson, britani bateman, tracy ann evans, merrill dodge, michael birkeland, maren ord, gary crowton | kurt hale | $500000 | $1111615
11 | saints and soldiers | 2003 | excel entertainment group | corbin allred, alexander niver, kirby heyborne, lawrence bagby, peter aste holden | ryan little | $780000 | $1310470
12 | saturday's warrior | 1989 | fieldbrook entertainment | erik hickenlooper, cori jacobsen, davison cheney, bart hickenlooper | bob williams | none | none
13 | the singles ward | 2002 | halestorm entertainment | will swenson, connie young, kirby heyborne, daryn tufts, michael birkeland, lincoln hoppe | kurt hale | $500000 | $1250798
14 | the work and the glory | 2004 | excel entertainment group | sam hennings, brenda strong, eric johnson, alexander carroll, tiffany dupont, jonathan scarfe | russell holt | $7500000 | $3347647
15 | meet the mormons | 2014 | excel entertainment group & intellectual reserve, inc. | jermaine sullivan, ken niumatalolo, carolina muñoz marin, bishnu adhukari, gail halvorsen, dawn armstrong, jenna kim jones | blair treu | none | $5883132 (all proceeds donated to the american red cross)"
