id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
17492,What path does Military Trail in Florida take?,"military trail in florida runs through multiple counties including broward, palm beach, and hillsboro canal. it passes through cities such as pompano beach, deerfield beach, boca raton, delray beach, golf, atlantis, and greenacres. it connects various roads and highways such as sample road, hills","as military trail (florida) enters delray beach, military connects with linton boulevard (cr 782) and west atlantic avenue (sr 806).","select county, location, mi, km, destinations, notes from T;",186,217,"county | location | mi | km | destinations | notes
broward | pompano beach | 0e-55 | 0e-55 | sr 834 (sample road) / andrews avenue extension south | none
broward | deerfield beach | 2.5 | 4.02 | sr 869 (southwest 10th street) to sawgrass expressway | none
broward | deerfield beach | 3.2 | 5.15 | sr 810 (hillsboro boulevard) to i-95 | none
hillsboro canal | hillsboro canal | 3.900.0 | 6.280.0 | bridge (southern ter-0cr 809) | bridge (southern ter-0cr 809)
palm beach | boca raton | 1.6 | 2.575 | palmetto park road (cr 798) to i-95 | none
palm beach | boca raton | 2.5 | 4.023 | town center road to i-95 / turnpike – town center | also serves sr 808
palm beach | boca raton | 4.4 | 7.081 | spanish river boulevard east | former sr 800
palm beach | boca raton | 4.8 | 7.725 | sr 794 east / cr 794 west (yamato road) to i-95 | western ter-0sr 794
palm beach | delray beach | 7.9 | 12.714 | linton boulevard (cr 782) to i-95 | none
palm beach | delray beach | 9.2 | 14.806 | sr 806 (west atlantic avenue) to i-95 / florida's turnpike | none
palm beach | golf | 12.9 | 20.761 | woolbright road (cr 792) to i-95 | none
palm beach | ​ | 14 | 22.531 | sr 804 (boynton beach boulevard) to i-95 / florida's turnpike | none
palm beach | ​ | 15.3 | 24.623 | gateway boulevard to i-95 | none
palm beach | ​ | 17.2 | 27.681 | hypoluxo road to i-95 | none
palm beach | atlantis | 18.4 | 29.612 | cr 812 (lantana road) to i-95 | none
palm beach | greenacres | 19.7 | 31.704 | melaleuca lane to i-95 | none
palm beach | greenacres | 20.359 | 32.765 | sr 802 (lake worth road) to florida's turnpike | transition from cr 809 to sr 809
palm beach | ​ | 21.122 | 33.993 | 10th avenue north to i-95 | none
palm beach | palm springs | 22.66 | 36.468 | sr 882 (forest hill boulevard) to i-95 / us 441 | none
palm beach | royal palm estates | 24.491 | 39.414 | us 98 / sr 80 (southern boulevard) to i-95 / florida's turnpike / us 441 – airport | diamond interchange
palm beach | haverhill | 25.461 | 40.976 | belvedere road to i-95 – palm beach international airport | none
palm beach | westgate | 26.499 | 42.646 | sr 704 (okeechobee boulevard) to i-95 / florida's turnpike – airport | none
palm beach | west palm beach | 30.149 | 48.52 | cr 702 (45th street) to i-95 | none
palm beach | riviera beach | 31.53 | 50.743 | sr 710 (martin luther king jr. boulevard / beeline highway) | none
palm beach | riviera beach | 31.788 | 51.158 | sr 708 (blue heron boulevard) to i-95 / us 1 – va hospital | none
palm beach | palm beach gardens | 33.545 | 53.985 | northlake boulevard (cr 809a) | none
palm beach | palm beach gardens | 35.561 | 57.23 | sr 786 (pga boulevard) to i-95 / florida's turnpike | transition from sr 809 to cr 809
palm beach | palm beach gardens | 35.961 | 57.874 | i-95 north – daytona beach | exit 79c on i-95
palm beach | palm beach gardens–jupiter line | 38.661 | 62.219 | donald ross road to i-95 | none
palm beach | jupiter | 42.161 | 67.852 | sr 706 (indiantown road) to i-95 / florida's turnpike | northern ter-0cr 809
1 mi = 1.609 km; 1 km = 0.621 mi route transition | 1 mi = 1.609 km; 1 km = 0.621 mi route transition | 1 mi = 1.609 km; 1 km = 0.621 mi route transition | 1 mi = 1.609 km; 1 km = 0.621 mi route transition | 1 mi = 1.609 km; 1 km = 0.621 mi route transition | 1 mi = 1.609 km; 1 km = 0.621 mi route transition"
2020,Did Nate Thompson change any teams during the 2012–13 NHL season?,"no, nate thompson did not change teams during the 2012–13 nhl season.","during the 2012–13 nhl season, nate thompson played for the alaska aces of the echl, and later returned to the lightning.",select * from T,448,448,"row_number | _ | _1 | _2 | regular_season | regular_season1 | regular_season2 | regular_season3 | regular_season4 | playoffs | playoffs1 | playoffs2 | playoffs3 | playoffs4 | _3 | _4
0 | season | team | league | None | gp | g | a | pts | pim | None | gp | g | a | pts | pim
1 | 2001–2 | seattle thunderbirds | whl | None | 69 | 13 | 26 | 39 | 42 | None | 11 | 1 | 3 | 4 | 13
2 | 2002–3 | seattle thunderbirds | whl | None | 61 | 10 | 24 | 34 | 48 | None | 15 | 5 | 4 | 9 | 6
3 | 2003–4 | seattle thunderbirds | whl | None | 65 | 13 | 23 | 36 | 24 | None | — | — | — | — | —
4 | 2004–5 | seattle thunderbirds | whl | None | 58 | 19 | 15 | 34 | 39 | None | 12 | 1 | 2 | 3 | 2
5 | 2004–5 | providence bruins | ahl | None | — | — | — | — | — | None | 11 | 0 | 1 | 1 | 4
6 | 2005–6 | providence bruins | ahl | None | 74 | 8 | 10 | 18 | 58 | None | 3 | 0 | 0 | 0 | 10
7 | 2006–7 | providence bruins | ahl | None | 67 | 8 | 15 | 23 | 74 | None | 13 | 0 | 2 | 2 | 9
8 | 2006–7 | boston bruins | nhl | None | 4 | 0 | 0 | 0 | 0 | None | — | — | — | — | —
9 | 2007–8 | providence bruins | ahl | None | 75 | 19 | 20 | 39 | 83 | None | 10 | 2 | 3 | 5 | 4
10 | 2008–9 | new york islanders | nhl | None | 43 | 2 | 2 | 4 | 49 | None | — | — | — | — | —
11 | 2009–10 | new york islanders | nhl | None | 39 | 1 | 5 | 6 | 39 | None | — | — | — | — | —
12 | 2009–10 | tampa bay lightning | nhl | None | 32 | 1 | 3 | 4 | 17 | None | — | — | — | — | —
13 | 2010–11 | tampa bay lightning | nhl | None | 79 | 10 | 15 | 25 | 29 | None | 18 | 1 | 3 | 4 | 4
14 | 2011–12 | tampa bay lightning | nhl | None | 68 | 9 | 6 | 15 | 21 | None | — | — | — | — | —
15 | 2012–13 | alaska aces | echl | None | 24 | 7 | 14 | 21 | 23 | None | — | — | — | — | —
16 | 2012–13 | tampa bay lightning | nhl | None | 45 | 7 | 8 | 15 | 17 | None | — | — | — | — | —
17 | 2013–14 | tampa bay lightning | nhl | None | 81 | 9 | 7 | 16 | 27 | None | 4 | 0 | 0 | 0 | 0
18 | 2014–15 | anaheim ducks | nhl | None | 80 | 5 | 13 | 18 | 39 | None | 12 | 2 | 4 | 6 | 6
19 | 2015–16 | san diego gulls | ahl | None | 2 | 0 | 0 | 0 | 0 | None | — | — | — | — | —
20 | 2015–16 | anaheim ducks | nhl | None | 49 | 3 | 3 | 6 | 47 | None | 7 | 2 | 0 | 2 | 2
21 | 2016–17 | san diego gulls | ahl | None | 3 | 0 | 1 | 1 | 2 | None | — | — | — | — | —
22 | 2016–17 | anaheim ducks | nhl | None | 30 | 1 | 1 | 2 | 14 | None | 17 | 2 | 4 | 6 | 6
23 | 2017–18 | ottawa senators | nhl | None | 43 | 4 | 7 | 11 | 10 | None | — | — | — | — | —
24 | 2017–18 | los angeles kings | nhl | None | 26 | 1 | 5 | 6 | 10 | None | 4 | 0 | 0 | 0 | 0
25 | 2018–19 | los angeles kings | nhl | None | 53 | 4 | 2 | 6 | 17 | None | — | — | — | — | —
26 | 2018–19 | montreal canadiens | nhl | None | 25 | 1 | 6 | 7 | 0 | None | — | — | — | — | —
27 | nhl totals | nhl totals | nhl totals | None | 697 | 58 | 83 | 141 | 336 | None | 62 | 7 | 11 | 18 | 18"
21565,"When was Rich Maloney the head coach of the Michigan Wolverines, and what was his overall record with the team?",rich maloney was the head coach of the michigan wolverines from 2003-2012. his overall record with the team was 256-144-1.,"rich maloney is the head coach of the michigan wolverines where he compiled a record of 341–244 in 10 seasons, from 2003 to 2012.",select * from T,217,217,"row_number | season | team | overall | conference | standing | postseason
0 | ball state cardinals (mid-american conference) (1996–2002) | ball state cardinals (mid-american conference) (1996–2002) | ball state cardinals (mid-american conference) (1996–2002) | ball state cardinals (mid-american conference) (1996–2002) | ball state cardinals (mid-american conference) (1996–2002) | ball state cardinals (mid-american conference) (1996–2002)
1 | 1996 | ball state | 32–20–1 | 16–14 | t–5th | none
2 | 1997 | ball state | 40–19 | 21–10 | 2nd | mac tournament
3 | 1998 | ball state | 39–18 | 23–8 | 1st (west) | mac tournament
4 | 1999 | ball state | 42–18 | 25–6 | 1st (west) | mac tournament
5 | 2000 | ball state | 34–23 | 18–8 | t–1st (west) | mac tournament
6 | 2001 | ball state | 35–23 | 21–5 | 1st (west) | mac tournament
7 | 2002 | ball state | 34–23 | 17–9 | 2nd (west) | mac tournament
8 | ball state: | ball state: | 256–144–1 | 141–60 | none | none
9 | michigan wolverines (big 10 conference) (2003–2012) | michigan wolverines (big 10 conference) (2003–2012) | michigan wolverines (big 10 conference) (2003–2012) | michigan wolverines (big 10 conference) (2003–2012) | michigan wolverines (big 10 conference) (2003–2012) | michigan wolverines (big 10 conference) (2003–2012)
10 | 2003 | michigan | 30–27 | 16–14 | 3rd | big 10 tournament
11 | 2004 | michigan | 34–26 | 19–13 | t–3rd | big 10 tournament
12 | 2005 | michigan | 42–19 | 17–12 | t–4th | atlanta regional
13 | 2006 | michigan | 43–21 | 23–9 | 1st | atlanta regional
14 | 2007 | michigan | 42–19 | 21–7 | 1st | corvallis super regional
15 | 2008 | michigan | 46–14 | 26–5 | 1st | ann arbor regional
16 | 2009 | michigan | 30–25 | 9–15 | 7th | none
17 | 2010 | michigan | 35–22 | 14–10 | 2nd | big 10 tournament
18 | 2011 | michigan | 17–37 | 7–16 | 10th | none
19 | 2012 | michigan | 22–34 | 8–16 | 10th | none
20 | michigan: | michigan: | 341–244 | 160–117 | none | none
21 | ball state cardinals (mid-american conference) (2013–present) | ball state cardinals (mid-american conference) (2013–present) | ball state cardinals (mid-american conference) (2013–present) | ball state cardinals (mid-american conference) (2013–present) | ball state cardinals (mid-american conference) (2013–present) | ball state cardinals (mid-american conference) (2013–present)
22 | 2013 | ball state | 31–24 | 15–12 | 2nd (west) | mac tournament
23 | 2014 | ball state | 39–18 | 22–4 | 1st (west) | mac tournament
24 | 2015 | ball state | 33–25 | 14-8 | 3rd (west) | mac tournament
25 | 2016 | ball state | 33–26 | 15-9 | 1st (west) | mac tournament
26 | 2017 | ball state | 30–28 | 14–10 | 3rd (west) | mac tournament
27 | 2018 | ball state | 32–26 | 17–10 | 3rd | mac tournament
28 | ball state: | ball state: | 198–147 | 97–53 | none | none
29 | total: | total: | 795–535–1 | none | none | none
30 | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion"
21394,Hayden Mullins made how many appearances in Portsmouth and was the loaned to what club for Championship?,hayden mullins made a total of 114 appearances in portsmouth. he was loaned to reading for the championship.,"hayden mullins made 129 appearances for portsmouth, then he joined championship side reading.","select club, season, league, league1, league2 from T;",140,392,"club | season | league | league1 | league2
club | season | division | apps | goals
crystal palace | 1998–99 | division 1 | 40 | 5
crystal palace | 1999–2000 | division 1 | 45 | 10
crystal palace | 2000–1 | division 1 | 41 | 1
crystal palace | 2001–2 | division 1 | 43 | 0
crystal palace | 2002–3 | division 1 | 43 | 2
crystal palace | 2003–4 | division 1 | 10 | 0
crystal palace | total | total | 222 | 18
west ham united | 2003–4 | division 1 | 27 | 0
west ham united | 2004–5 | championship | 37 | 1
west ham united | 2005–6 | premier league | 35 | 0
west ham united | 2006–7 | premier league | 30 | 2
west ham united | 2007–8 | premier league | 34 | 0
west ham united | 2008–9 | premier league | 17 | 1
west ham united | total | total | 180 | 4
portsmouth | 2008–9 | premier league | 17 | 0
portsmouth | 2009–10 | premier league | 18 | 0
portsmouth | 2010–11 | championship | 45 | 2
portsmouth | 2011–12 | championship | 34 | 1
portsmouth | total | total | 114 | 3
reading (loan) | 2011–12 | championship | 7 | 0
birmingham city | 2012–13 | championship | 28 | 2
birmingham city | 2013–14 | championship | 8 | 0
birmingham city | total | total | 36 | 2
notts county (loan) | 2013–14 | league 1 | 16 | 1
notts county | 2014–15 | league 1 | 32 | 0
notts county | total | total | 48 | 1
career total | career total | career total | 607 | 28"
21399,"In the 1969 Tour De France, when did the race occur, how many stages did the course consist of, and what was the total course distance?","the 1969 tour de france took place on june 28th, consisted of 27 stages, and had a total distance of 8,235.0 kilometers.","1969 tour de france took place between 28 june and 20 july, with 22 stages covering a distance of 4,117 km (2,558 mi).","select date, count(distinct stage) as num_stages, sum(distance) as total_distance from T;",3,216,"date | num_stages | total_distance
28 june | 27 | 8235.0"
831,"Who starred in the 1962 movie ""Girls' Hostel""?","the movie ""girls' hostel"" starred ajit khan, nalini jaywant, johnny walker, and shashi raj.","girls' hostel, is a 1962 hindi drama film starring, nalini jaywant, johnny walker, ajit, shashi raj and geetanjali.",select * from T,150,150,"row_number | title | director | cast | genre | notes
0 | china town | shakti samanta | shammi kapoor, shakila, helen, madan puri, jeevankala, mridula, s. n. banerjee, kanu roy | romantic thriller | music: ravi lyrics: majrooh sultanpuri
1 | deccan queen | akkoo | samar roy, krishna kumari, sheela kashmiri, indira bansal, maqbul, habib | action | music: sardul kwatra lyrics: aziz kashmiri, k. bakshi
2 | dil tera diwana | b. r. panthulu | shammi kapoor, mala sinha, mehmood, shobha khote, pran, om prakash, manmohan krishna, mohan choti, ulhas, mumtaz begum | romantic drama | music: shankar jaikishan lyrics: hasrat jaipuri, shailendra
3 | dr. vidya | rajendra bhatia | vyjayantimala, manoj kumar, madan puri, prem chopra, mumtaz, sunder, helen, nazir hussain | social family drama | music: s. d. burman lyrics: majrooh sultanpuri
4 | durga pooja | b. k. adarsh | anant kumar, jaymala, b m vyas, naazi, hiralal | devotional | music: shivram lyrics: pandit indra
5 | dilli ka dada | r. s. tara | sheikh mukhtar, shekhar, sahira, mukri, nishi, kumar | action | music: datta naik lyrics: sahir ludhianvi, jan nisar akhtar
6 | ek musafir ek hasina | raj khosla | sadhana, joy mukherjee, malika, rajendranath, kamal kapoor, dhumal, jagdish raj | romantic drama | s. mukherjee production. music: o. p. nayyar lyrics: raja mehdi ali khan, shevan rizvi, s. h. bihari
7 | gangu | pramod chakravorty | sheikh mukhtar, naaz, chandrashekhar, sulochana, madan puri, mohan choti | action | music: kalyanji anandji lyrics: prem dhawan
8 | girls' hostel | ravindra dave | ajit khan, nalini jaywant, johnny walker, shashi raj, geetanjali, chand burque | romantic drama | music: ravi lyrics: s. h. bihari, gulshan bawra
9 | gyarah hazaar ladkiyan | k. a. abbas | bharat bhushan, mala sinha, david, mukri, murad, nadira, helen, baby farida | social romantic drama | music: n. dutta lyrics: majrooh sultanpuri
10 | 0.5 ticket | b. kalidas | kishore kumar, madhubala, pran, shammi, tun tun, manorama, helen | romantic comedy | music: salil chowdhury lyrics: shailendra
11 | hame bhi jeene do | m. g. ramachandran | m. g. ramachandran, b. saroja devi, p. bhanumati | none | music s. m. subbaiah naidu lyrics: b. s. kalla, saraswati kumar deepak
12 | hamen khelne do | r. k. sharma | chaman puri, neena chopra, dubey, master raja | children | producer: children's film society, india. music: anil biswas
13 | hariyali aur rasta | vijay bhatt | manoj kumar, mala sinha, om prakash, shashikala, manmohan krishna, jagdeep, surendra, helen | romantic family drama | music: shankar jaikishan lyrics: shailendra, hasrat jaipuri
14 | hawa mahal | b j patel | rajan, helen, bela bose, sulochana, jeevan, tiwari, murad | fantasy | music: avinash vyas lyrics: saraswati kumar deepak, raja mehdi ali khan, aziz kashmiri
15 | hong kong | pachhi | ashok kumar, b. saroja devi, k. n. singh, om prakash, helen, babu rao, king kong (wrestler) | action thriller | music: o. p. nayyar lyrics: raja mehdi ali khan, qamar jalalabadi, shewan rizvi, s. h. bihari
16 | isi ka naam duniya hai | shakti samanta | ashok kumar, mehmood shayama, om prakash, sahira, k. n. singh, helen, nazir hussain | socia family drama | music: ravi lyrics: s. h. bihari
17 | jadoo mahal | aakkoo | helen, azad, hiralal, ram kumar, krishna kumari | fantasy | music: bulo c rani lyrics: shewan rizvi
18 | jai ho mohabbat ki | vithaldas panchotia | paresh banerjee, meera, mirza musharraf, najma, heera sawant, helen, v panchotia, sulbha kataria | comedy drama | music: harbanslal, amar singh, moti babu lyrics: pandit madhur
19 | jadugar daku | chandrakant | p. jairaj, jabeen, madhumalti, helen, maruti, bela bose, tun tun | fantasy | music: s. n. tripathi lyrics: prem dhawan
20 | jhoola | k. shankar | sunil dutt, vyjayantimala, pran, rajendranath, sulochana, tun tun, manmohan krishna, raj mehra | family drama | music: salil chowdhary lyrics: rajendra krishan
21 | kailashpati | dhirubhai desai | mahesh desai, sumitra devi, padmarani, niranajan sharma, jeevan | mythological | music: avinash vyas lyrics: madan bharti
22 | kala chashma | k. vinod | manju, amarnath, madan puri, maruti, sheela kashmiri, jeevankala, sheikh | action crime | music: sardul kwatra lyrics: bismil ludhianvi
23 | kala samundar | r. p. ashk | p. jairaj, chitra, maruti, hiralal, tun tun, radhika | action | music: datta naik lyrics: sahir ludhianvi, ram prakash ashq, anand bakshi
24 | king kong | babubhai mistri | dara singh, kumkum, randhawa, king kong (wrestler), uma dutt, leela mishra, chandrashekhar, kamal mehra | action | music: chitragupta lyrics: majrooh sultanpuri"
16913,When and in what division did Jordan last play for Milan?,jordan last played for milan in the 1984-1985 season in the first division.,jordan's last season with milan was in serie b.,"select season, league from T;",60,420,"season | league
season | division
1970–71 | first division
1971–72 | first division
1972–73 | first division
1973–74 | first division
1974–75 | first division
1975–76 | first division
1976–77 | first division
1977–78 | first division
total | total
1977–78 | first division
1978–79 | first division
1979–80 | first division
1980–81 | first division
total | total
1981–82 | serie a
1982–83 | serie b
total | total
1983–84 | serie a
total | total
1984–85 | first division
1985–86 | first division
1986–87 | first division
total | total
1986–87 | third division
1987–88 | third division
1988–89 | third division
1989–90 | third division
total | total
career total | career total"
1693,Were any Social Dramas released between July and September?,"no, there were no social dramas released between july and september in the list of bollywood films of 1992.","kal ki awaz, released august 21 and directed by ravi chopra, was a social drama.","select title, genre from T;",62,217,"title | genre
jaagruti | action/drama
parda hai parda | drama
chamatkar | comedy
aaj ka goonda raj | crime/action
honeymoon | romance
mashooq | romance
payal | romance
zulm ki hukumat | action
nishchaiy | romance
sapne sajan ke | musical/romance
police aur mujrim | crime/drama
bekhudi | musical/romance
humshakal | crime/drama
radha ka sangam | romance
tahalka | action
khel | comedy/drama
deedar | romance/drama
mehboob mere mehboob | romance
bol radha bol | romance/comedy
kal ki awaz | social drama
jeena marna tere sang | action
isi ka naam zindagi | comedy
heer ranjha | romance
aasman se gira | fantasy
angaar | romance
bewaffa se waffa | romance/drama
balwaan | action
waqt ka badshah | action
junoon | romance/musical
sangeet | romance/drama
dilwale kabhi na hare | romance/drama"
11423,How did the membership change in the senate of the 79th United States Congress (Washington state)?,"in the senate of the 79th united states congress in washington state, monrad wallgren (d) resigned on january 9, 1945, after being elected governor of washington. hugh mitchell (d) was appointed as his successor on january 10, 1945. hugh mitchell (d) then","senator in the 79th united states congress (washington state), monrad wallgren (d), was until january 9, 1945 then hugh mitchell (d), from january 10, 1945 till december 25, 1946 and harry p. cain (r), from december 26, 1946.","select vacator, reason_for_change, successor, date_of_successors_formal_installation from T where state_class = ""washington (1)"";",8,126,"vacator | reason_for_change | successor | date_of_successors_formal_installation
monrad wallgren (d) | resigned 1945-1-9, after being elected governor of washington. successor was appointed to serve until the next election. | hugh mitchell (d) | 1945-1-10
hugh mitchell (d) | resigned 1946-12-25. successor was appointed to finish the term already having to be elected the next term. | harry p. cain (r) | 1946-12-26"
15032,Which were the first two teams Flitney played for in 2016-17 and how many games did he play for the first one?,the information provided does not include any data about flitney's teams and games in the 2016-17 season.,flitney played the first nine games of the 2016–17 season for eastleigh and then played for the national league south side whitehawk in 2016–17 as well.,select * from T,378,378,"row_number | club | season | league | league1 | league2 | fa_cup | fa_cup1 | league_cup | league_cup1 | other | other1 | total | total1
0 | club | season | division | apps | goals | apps | goals | apps | goals | apps | goals | apps | goals
1 | brighton & hove albion (loans) | 2003–4 | second division | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0
2 | brighton & hove albion (loans) | 2003–4 | second division | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0
3 | doncaster rovers | 2004–5 | league 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
4 | barnet | 2005–6 | league 2 | 35 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 38 | 0
5 | barnet | 2006–7 | league 2 | 15 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 20 | 0
6 | barnet | barnet total | barnet total | 50 | 0 | 2 | 0 | 4 | 0 | 2 | 0 | 58 | 0
7 | grays athletic | 2007–8 | conference premier | 30 | 0 | 0 | 0 | — | — | 0 | 0 | 30 | 0
8 | grays athletic | 2008–9 | conference premier | 6 | 0 | 0 | 0 | — | — | 0 | 0 | 6 | 0
9 | grays athletic | grays athletic total | grays athletic total | 36 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 36 | 0
10 | croydon athletic (loan) | 2008–9 | isthmian division 1 south | none | none | none | none | — | — | none | none | none | none
11 | croydon athletic | 2009–10 | isthmian division 1 south | none | none | none | none | — | — | none | none | none | none
12 | dover athletic | 2009–10 | conference south | 16 | 0 | 0 | 0 | — | — | 2 | 0 | 18 | 0
13 | dover athletic | 2010–11 | conference south | 40 | 0 | 7 | 0 | — | — | 1 | 0 | 48 | 0
14 | dover athletic | dover total | dover total | 56 | 0 | 7 | 0 | 0 | 0 | 3 | 0 | 66 | 0
15 | gillingham | 2011–12 | league 2 | 27 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 31 | 0
16 | eastleigh (loan) | 2012–13 | conference south | 7 | 0 | 0 | 0 | — | — | 1 | 0 | 8 | 0
17 | eastleigh | 2012–13 | conference south | 19 | 0 | 0 | 0 | — | — | 2 | 0 | 21 | 0
18 | eastleigh | 2013–14 | conference south | 40 | 0 | 2 | 0 | — | — | 4 | 0 | 46 | 0
19 | eastleigh | 2014–15 | conference premier | 46 | 0 | 3 | 0 | — | — | 4 | 0 | 53 | 0
20 | eastleigh | 2015–16 | national league | 30 | 0 | 5 | 0 | — | — | 2 | 0 | 37 | 0
21 | eastleigh | 2016–17 | national league | 9 | 0 | 0 | 0 | — | — | 0 | 0 | 9 | 0
22 | eastleigh | eastleigh total | eastleigh total | 144 | 0 | 10 | 0 | 0 | 0 | 12 | 0 | 166 | 0
23 | whitehawk | 2016–17 | national league south | 7 | 0 | 2 | 0 | — | — | 2 | 0 | 11 | 0
24 | bromley | 2016–17 | national league | 14 | 0 | 0 | 0 | — | — | 1 | 0 | 15 | 0
25 | eastleigh | 2017–18 | national league | 12 | 0 | 1 | 0 | — | — | 0 | 0 | 13 | 0
26 | career total | career total | career total | 356 | 0 | 25 | 0 | 5 | 0 | 21 | 0 | 407 | 0"
21455,During which season and for what league did Jesper Grønkjær play the most games for Copenhagen?,jesper grønkjær played the most games for copenhagen during the 1995-96 season in the superliga league.,grønkjær played the highest number of games in his copenhagen career during the 2009–10 season and played in the superliga.,select * from T,434,434,"row_number | club_performance | club_performance1 | club_performance2 | league | league1 | cup | cup1 | league_cup | league_cup1 | continental | continental1 | total | total1
0 | season | club | league | apps | goals | apps | goals | apps | goals | apps | goals | apps | goals
1 | denmark | denmark | denmark | league | league | danish cup | danish cup | league cup | league cup | europe | europe | total | total
2 | 1995–96 | aab | superliga | 29 | 3 | none | none | none | none | none | none | none | none
3 | 1996–97 | aab | superliga | 28 | 1 | none | none | none | none | none | none | none | none
4 | 1997–98 | aab | superliga | 29 | 6 | none | none | none | none | none | none | none | none
5 | netherlands | netherlands | netherlands | league | league | knvb cup | knvb cup | league cup | league cup | europe | europe | total | total
6 | 1998–99 | ajax | eredivisie | 25 | 8 | 4 | 2 | 0 | 0 | 4 | 0 | 33 | 10
7 | 1999–2000 | ajax | eredivisie | 25 | 3 | 1 | 0 | 0 | 0 | 4 | 0 | 30 | 3
8 | 2000–1 | ajax | eredivisie | 5 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 6 | 2
9 | england | england | england | league | league | fa cup | fa cup | league cup | league cup | europe | europe | total | total
10 | 2000–1 | chelsea | premier league | 14 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 16 | 3
11 | 2001–2 | chelsea | premier league | 13 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 16 | 0
12 | 2002–3 | chelsea | premier league | 30 | 4 | 5 | 1 | 2 | 0 | 2 | 0 | 39 | 5
13 | 2003–4 | chelsea | premier league | 31 | 2 | 4 | 0 | 3 | 0 | 10 | 1 | 48 | 3
14 | 2004–5 | birmingham city | premier league | 16 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 18 | 1
15 | spain | spain | spain | league | league | copa del rey | copa del rey | supercopa de españa | supercopa de españa | europe | europe | total | total
16 | 2004–5 | atlético madrid | la liga | 16 | 0 | none | none | none | none | none | none | none | none
17 | germany | germany | germany | league | league | dfb-pokal | dfb-pokal | other | other | europe | europe | total | total
18 | 2005–6 | vfb stuttgart | bundesliga | 25 | 0 | 2 | 0 | 1 | 0 | 7 | 0 | 35 | 0
19 | denmark | denmark | denmark | league | league | danish cup | danish cup | league cup | league cup | europe | europe | total | total
20 | 2006–7 | copenhagen | superliga | 21 | 5 | 4 | 0 | none | none | 6 | 1 | 31 | 6
21 | 2007–8 | copenhagen | superliga | 25 | 3 | 3 | 1 | none | none | 7 | 1 | 35 | 5
22 | 2008–9 | copenhagen | superliga | 14 | 2 | 0 | 0 | none | none | 2 | 0 | 16 | 2
23 | 2009–10 | copenhagen | superliga | 29 | 2 | 1 | 0 | none | none | 12 | 4 | 42 | 6
24 | 2010–11 | copenhagen | superliga | 25 | 4 | 1 | 0 | none | none | 12 | 2 | 38 | 4
25 | total | denmark | denmark | 200 | 26 | none | none | none | none | none | none | none | none
26 | total | netherlands | netherlands | 55 | 12 | 7 | 3 | 0 | 0 | 9 | 1 | 69 | 15
27 | total | england | england | 104 | 7 | 14 | 3 | 7 | 1 | 12 | 1 | 137 | 12
28 | total | spain | spain | 16 | 0 | none | none | none | none | none | none | none | none
29 | total | germany | germany | 25 | 0 | 2 | 0 | 1 | 0 | 7 | 0 | 35 | 0
30 | career total | career total | career total | 400 | 45 | none | none | none | none | none | none | none | none"
