id,statement,response,label,prediction,sql,r_num_cell,t_num_cell
2-12817505-2.html.csv,there have been 19 games since 13 august 2005 which had an attendance exactly equal to that of arsenal in 9 april 2006,"Based on the provided SQL query and execution result, the claim is true. The SQL query selects the date and attendance from the table where the date is on or after August 13, 2005, and the attendance is equal to the attendance of the game against Arsenal on April 9, 2006. The result of the query is limited to 19 rows, indicating that there have been 19 games since August 13, 2005, with an attendance exactly equal to that of",0,1,"SELECT date, attendance FROM T WHERE date >= '2005-8-13' AND attendance = (SELECT attendance FROM T WHERE date = '2006-4-9' AND opponents = 'arsenal') LIMIT 19;",2,266
2-12817505-2.html.csv,the last game of the season happened on 11 february 2006,"Based on the table, the last game of the season happened on 11 february 2006, therefore, the claim is true.",0,1,SELECT * FROM T WHERE date = '2006-2-11';,7,266
2-1111973-1.html.csv,the vctp 20 mm (79in) rh - 202 autocannon does not have 75 km / h (47 mph) as the vcrt,"Based on the provided table, the vctp 20 mm (79in) rh - 202 autocannon does not have 75 km / h (47 mph) as the vcrt, therefore the claim is true.",1,1,select * from T,35,35
2-1111973-1.html.csv,vca 40t (44.1tons) and 155 mm (6.1in) l / 41 howitzer have a vctm of 26t (28.7tons) and 120 mm (4.72in) mortar respectively,"Based on the table, the claim is true. The tank with vca 40t (44.1tons) has a vctm of 26t (28.7tons), and the 155 mm (6.1in) l / 41 howitzer has a vctm of 120 mm (4.72in) mortar.",1,1,"SELECT vca_155, vctm FROM T WHERE vca_155 = '40t (44.1tons)' AND vctm = '26t (28.7tons)' OR vca_155 = '155 mm (6.1in) l / 41 howitzer' AND vctm = '120 mm (4.72in) mortar';",4,35
2-1111973-1.html.csv,"vctp 24hp / t (23hp / ton) has a vca 155 of 18hp / t ( 16.5hp / ton) , and not 55 km / h (34 mph)","Based on the table, the claim is false. The vctp has a value of 28.2 t (31.1 tons) and the vca 155 has a value of 40t (44.1 tons), not 18hp/t (16.5hp/ton). Additionally, the vctp has a speed of 24 km/h (23 mph), not 55 km/h (34 mph).",1,0,select * from T,35,35
2-1111973-1.html.csv,vclc 32t (35.3tons) has the same vcrt but vclc 160 mm (6.3in) or 350 mm (13.8in) rockets has a vcrt of 7.62 mm (0.3in) fn mag 60 - 20 machine gun,"Based on the table, vclc 32t (35.3tons) has the same vcrt as vclc 160 mm (6.3in) or 350 mm (13.8in) rockets, but the vcrt for vclc 160 mm (6.3in) or 350 mm (13.8in) rockets is not 7.62 mm (0.3in) fn mag 60 - 20 machine gun. Therefore, the claim is",1,0,select * from T,35,35
2-1111973-1.html.csv,"the vcpc and vcrt of 7.62 mm (0.3in) fn mag 60 - 20 machine gun are the same for vctp 20 mm (79in) rh - 202 autocannon , and so is the vcpc and vcrt of 75 km / h (47 mph) for vctp 75 km / h (47 mph)","Based on the table, the vcpc and vcrt values for both vctp 20 mm (79in) rh - 202 autocannon and vctp 75 km / h (47 mph) are the same. Therefore, the claim is true.",1,1,"SELECT vctp, vcpc, vcrt 
FROM T 
WHERE vctp = '20 mm (79in) rh -202 autocannon' 
OR vctp = '75 km / h (47 mph)'",6,35
2-1111973-1.html.csv,the vctp 20 mm (79in) rh - 202 autocannon does not have 7.62 mm (0.3in) fn mag 60 - 20 machine gun as the vcrt,"Based on the table, the vctp 20 mm (79in) rh - 202 autocannon does have 7.62 mm (0.3in) fn mag 60 - 20 machine gun as the vcrt, therefore, the claim is false.",0,0,select * from T,35,35
2-1111973-1.html.csv,vca 40t (44.1tons) and 155 mm (6.1in) l / 41 howitzer have a vctm of 28.8hp / t (25.1hp / ton) and 120 mm (4.72in) mortar respectively,"Based on the table, the claim is false. The vca 40t (44.1tons) has a vctm of 26t (28.7tons), not 28.8hp / t (25.1hp / ton). Similarly, the 155 mm (6.1in) l / 41 howitzer has a vctm of 26t (28.7tons), not 120 mm (4.72in) mortar.",0,0,select * from T,35,35
2-1111973-1.html.csv,"vctp 24hp / t (23hp / ton) has a vca 155 of 155 mm (6.1in) l / 41 howitzer , and not 55 km / h (34 mph)","Based on the table, the claim is false. The vctp has a vca 155 of 40t (44.1 tons) and a speed of 75 km/h (47 mph), not 155 mm (6.1in) l / 41 howitzer and 55 km/h (34 mph).",0,0,select * from T,35,35
2-1111973-1.html.csv,vclc 32t (35.3tons) has the same vcpc but vclc 160 mm (6.3in) or 350 mm (13.8in) rockets has a vcrt of 7.62 mm (0.3in) fn mag 60 - 20 machine gun,"Based on the table, the claim is false. The vclc 32t (35.3tons) has the same vcpc, but the vcrt for vclc is not mentioned in the table, so it cannot be compared to the vcrt of vclc 160 mm (6.3in) or 350 mm (13.8in) rockets.",0,0,select * from T,35,35
2-17245513-1.html.csv,"t7 is the place of peter oosterhuis , who won 7500","Based on the table, t7 is the place of peter oosterhuis, who won 7500, therefore, the claim is true.",1,1,"SELECT place, player, money FROM T WHERE place = 't7' AND player = 'peter oosterhuis' AND money = '7500';",3,77
2-17245513-1.html.csv,jack nicklaus of the united states has a score of 72 + 70 + 75 + 72 = 289,"Based on the table and the executed SQL query, the claim is true. The table shows that Jack Nicklaus has a score of 72 + 70 + 75 + 72, which equals 289.",1,1,"SELECT player, score FROM T WHERE player = 'jack nicklaus' AND score = '72 + 70 + 75 + 72 = 289';",2,77
2-17245513-1.html.csv,"t7 is the place of player peter oosterhuis , who has 10875","Based on the table, t7 is the place of player jack nicklaus, not peter oosterhuis. Additionally, peter oosterhuis has a money value of 7500, not 10875. Therefore, the claim is false.",0,0,select * from T,77,77
2-17245513-1.html.csv,united states has a 69 + 73 + 72 + 75 = 289 score,"Based on the table, the claim is false. The United States does not have a score of 289.",0,0,select * from T,77,77
1-2370579-1.html.csv,the killing (part two) originally aired on 9 november 1966,"Based on the table, ""the killing (part two)"" episode indeed originally aired on 9 November 1966, therefore the claim is true.",1,1,"SELECT episode, title, originalairdate FROM T WHERE originalairdate = '1966-11-9';",3,232
1-2370579-1.html.csv,jeremy summers directed the episode written by tony o'grady (pseudonym of brian clemens),"Based on the table, Jeremy Summers did not direct the episode written by Tony O'Grady (pseudonym of Brian Clemens). Therefore, the claim is false.",1,0,select * from T,232,232
1-2370579-1.html.csv,the production number for episode 23 is 120,"Based on the table, the production number for episode 23 is indeed 120. Therefore, the claim is true.",1,1,SELECT prod FROM T WHERE episode = 23 AND prod = 120;,1,232
1-2370579-1.html.csv,"during jul / aug 1966 , storm warning (part one) was filmed","Based on the table, ""storm warning (part one)"" was filmed in July 1966, not August 1966. Therefore, the claim is false.",1,0,select * from T,232,232
1-2370579-1.html.csv,"on 30 november 1966 , the episode the killing (part two) originally air","Based on the table, on 30 November 1966, the episode ""The Killing (Part 2)"" did not originally air. Therefore, the claim is false.",0,0,select * from T,232,232
1-2370579-1.html.csv,john moxey directed the episode written by tony o'grady (pseudonym of brian clemens),"Based on the table, the episode written by Tony O'Grady (pseudonym of Brian Clemens) is episode 12, titled ""The Maze,"" and it was directed by Jeremy Summers, not John Moxey. Therefore, the claim is false.",0,0,select * from T,232,232
1-2370579-1.html.csv,the production number for episode 23 is 118.0,"Based on the table, the production number for episode 23 is 120, not 118. Therefore, the claim is false.",0,0,SELECT prod FROM T WHERE episode = 23;,1,232
1-2370579-1.html.csv,"on jul / aug 1966 , there 's somebody close behind you was filmed","Based on the given SQL query and table, there is no information provided about whether the film ""there's somebody close behind you"" was filmed in July/August 1966. Therefore, we cannot determine the truth or falsity of the claim.",0,0,"SELECT title, filmed FROM T WHERE filmed LIKE '%jul%' OR filmed LIKE '%aug%';",8,232
2-12582968-1.html.csv,lukáš melich completed in the olympic games two times,"Based on the table, lukáš melich competed in the Olympic Games in 2008 and 2012, therefore the claim is true.",1,1,"SELECT year, competition FROM T WHERE competition LIKE '%olympic games%';",4,60
2-12582968-1.html.csv,lukáš melich placed third place or higher in one competition,"Based on the table, lukáš melich did not place third place or higher in any competition, therefore, the claim is false.",1,0,"SELECT competition, position FROM T WHERE position <= 3;",12,60
2-12582968-1.html.csv,the competition type was a junior championship two times,"Based on the table, the competition type ""junior championship"" appears twice in the ""competition"" column, so the claim is true.",1,1,SELECT competition FROM T WHERE competition LIKE '%junior championship%';,2,60
2-12582968-1.html.csv,four of the competitions out of ten were world wide championships,"Based on the given table and SQL query, we cannot determine the total number of competitions or if there were ten competitions in total. Therefore, we cannot verify the claim.",1,0,SELECT competition FROM T WHERE competition LIKE '%world championships%';,3,60
2-12582968-1.html.csv,in lukáš melich 's last two competitions he threw an average distance of 78.27 m,"Based on the given table, there is no information about the average distance thrown by Lukáš Melich in his last two competitions. Therefore, the claim cannot be verified based on the given table and SQL query.",1,0,"SELECT year, competition, position FROM T WHERE position = '10th' OR position = '5th';",6,60
2-12582968-1.html.csv,lukáš melich won a medal at the olympic games,"Based on the table, lukáš melich did not win a medal at the Olympic Games. Therefore, the claim is false.",0,0,select * from T,60,60
2-12582968-1.html.csv,lukáš melich 's best finish was second,"Based on the table, Lukáš Melich's best finish was 3rd in the World Championships in 2013. Therefore, the claim is false.",0,0,select * from T,60,60
2-12582968-1.html.csv,lukáš melich 's highest finish was as a junior,"Based on the table, Lukáš Melich's highest finish was 3rd in the world championships, which is not as a junior. Therefore, the claim is false.",0,0,"SELECT competition, position FROM T WHERE position LIKE '%th' OR position LIKE '%st' OR position LIKE '%nd' OR position LIKE '%rd';",20,60
2-12582968-1.html.csv,four of the competitions were senior world championships,"Based on the table, four of the competitions were indeed senior world championships, therefore the claim is true.",0,1,SELECT competition FROM T WHERE competition LIKE '%world championships%';,3,60
2-12582968-1.html.csv,lukáš melich never threw for greater than 78 m,"Based on the given table, there is no column named ""notes"". Therefore, it is not possible to verify the claim.",0,0,"SELECT year, competition, venue, position FROM T WHERE notes < 78;",36,60
2-11545282-15.html.csv,jose ortiz was the center in the oregon state jazz club from 1988 - 90,"Based on the table, josã ortiz played as a center for the jazz from 1988 - 90 and was part of the oregon state club team, therefore, the claim is true.",1,1,"SELECT player, position, school___club_team FROM T WHERE player = 'josã ortiz' AND position = 'center' AND school___club_team = 'oregon state' AND years_for_jazz = '1988 - 90';",3,30
2-11545282-15.html.csv,andre owens was the houston jazz club guard from 2005 - 06,"Based on the provided table and SQL query, the claim is false. The table shows that Andre Owens played for the Utah Jazz, not the Houston Jazz.",1,0,"SELECT player, years_for_jazz, school___club_team FROM T WHERE player = 'andre owens' AND years_for_jazz = '2005-6';",3,30
2-11545282-15.html.csv,houston had a jazz club during the 2005 - 06 school year,"Based on the provided table, there is a player named Andre Owens who played for the Utah Jazz during the 2005-06 season and attended the University of Houston. Therefore, the claim is true.",1,1,"SELECT player, years_for_jazz, school___club_team FROM T WHERE years_for_jazz = '2005-6' AND school___club_team LIKE '%houston%';",3,30
2-11545282-15.html.csv,dan o 'sullivan plays center for the fordham jazz club,"Based on the table, dan o 'sullivan played center for the fordham jazz club, therefore, the claim is true.",1,1,select * from T,30,30
2-11545282-15.html.csv,greg ostertag played the center position for the jazz from 1995 to 2004 and then from 2005 to 2006,"Based on the table, the claim is true. Greg Ostertag played the center position for the Jazz from 1995 to 2004 and then from 2005 to 2006.",1,1,"SELECT player, position, years_for_jazz FROM T WHERE player = 'greg ostertag' AND position = 'center' AND (years_for_jazz LIKE '1995%' OR years_for_jazz LIKE '2005%');",3,30
2-11545282-15.html.csv,greg ostertag played center and went to kansas,"Based on the table and SQL query, the claim that Greg Ostertag played center and went to Kansas is true. The table shows that Greg Ostertag played center and his school/club team is listed as Kansas.",1,1,"SELECT player, position, school___club_team FROM T WHERE position = 'center' AND school___club_team = 'kansas';",3,30
2-11545282-15.html.csv,greg ostertag went to oregon state and played for the jazz from 1988 - 90,"Based on the table, greg ostertag did not go to Oregon State and he played for the Jazz from 1995-2004 and 2005-6, not from 1988-90. Therefore, the claim is false.",0,0,select * from T,30,30
2-11545282-15.html.csv,andre owens played center for the jazz from 2005 - 06,"Based on the table, andre owens played in the guard position for the jazz from 2005-06, not as a center. Therefore, the claim is false.",0,0,select * from T,30,30
2-11545282-15.html.csv,the jazz had a houston graduate from turkey play for them from 2005 - 06,"Based on the table, the claim is false. The player from Turkey, Mehmet Okur, played for the Jazz from 2004-2011, not from 2005-06. Andre Owens, who is a Houston graduate, played for the Jazz from 2005-06, but he is not from Turkey.",0,0,select * from T,30,30
2-11545282-15.html.csv,dan o 'sullivan went to kansas and played the center position,"Based on the table, there is no information about Dan O'Sullivan's school/club team or his position. Therefore, we cannot determine whether the claim is true or false based on the given information.",0,1,"SELECT player, school___club_team FROM T WHERE school___club_team = 'kansas' AND position = 'center';",2,30
2-11545282-15.html.csv,the position was center in the club team of efes pilsen (turkey),"Based on the table, the position in the club team of efes pilsen (turkey) was ""forward - center"", not ""center"". Therefore, the claim is false.",0,0,select * from T,30,30
2-14291300-7.html.csv,the toronto maple leafs is the only opponent with 63 points,"Based on the given table, the Toronto Maple Leafs is the only opponent listed with 63 points. Therefore, the claim is true.",1,1,SELECT opponent FROM T WHERE points = 63;,1,91
2-14291300-7.html.csv,"during march 13 , the toronto maple leafs were the opponent with 63 points","Based on the table, during March 13, the Toronto Maple Leafs were indeed the opponent with 63 points. Therefore, the claim is true.",1,1,"SELECT opponent, points FROM T WHERE march = 13 AND opponent = 'toronto maple leafs' AND points = 63;",2,91
2-14291300-7.html.csv,"the toronto maple leafs are the opponent listed with 63 , 66 , and 69 points","Based on the table, the toronto maple leafs are listed as the opponent with 63 and 66 points, but there is no record of them having 69 points. Therefore, the claim is false.",0,0,"SELECT game, opponent, points FROM T WHERE points IN (63, 66, 69) AND opponent = 'toronto maple leafs';",6,91
2-14291300-7.html.csv,the chicago black hawks are the only opponent with 63 points,"Based on the provided table and SQL query, the claim is false. The Toronto Maple Leafs are also listed as an opponent with 63 points.",0,0,SELECT opponent FROM T WHERE points = 63;,1,91
2-17025909-3.html.csv,"the nation of croatia won 3 medals all together , 2 of which were silver","Based on the table, the nation of Croatia won 3 medals in total, and 2 of them were silver. Therefore, the claim is true.",1,1,"SELECT nation, silver, total FROM T WHERE nation = 'croatia' AND total = 3 AND silver = 2;",3,182
2-17025909-3.html.csv,australia did not received any gold medals,"Based on the table, Australia did not receive any gold medals, therefore, the claim is true.",1,1,"SELECT nation, gold FROM T WHERE nation = 'australia' AND gold = 0;",2,182
2-17025909-3.html.csv,the nation of croatia received less than 2 silver medals with a total medal of only 1,"Based on the table, the claim is true. Croatia received 2 silver medals and has a total of 3 medals, not 1.",0,1,select * from T,182,182
2-17025909-3.html.csv,australia received 0 gold medals and more than 1 bronze,"Based on the table, Australia received 0 gold medals and 1 bronze medal, therefore the claim is false.",0,0,select * from T,182,182
2-12076689-7.html.csv,in the 2006 season the texas rangers played the mariners nine times,"Based on the table, in the 2006 season, the Texas Rangers played the Mariners 8 times, not 9 times. Therefore, the claim is false.",1,0,select * from T,189,189
2-12076689-7.html.csv,all games in the 2006 season were played in the month of september,"Based on the table, all games listed are indeed played in the month of September, therefore, the claim is true.",0,1,"SELECT date, opponent FROM T WHERE date LIKE 'sept%';",52,189
2-12076689-7.html.csv,the final game score was 7 - 2 in two different games of the 2006 season,"Based on the table, there are two games in the 2006 season where the score was 7-2, one against the Indians on September 1 and one against the Mariners on September 8. Therefore, the claim is true.",1,1,"SELECT date, opponent, score FROM T WHERE score = '7 - 2';",6,189
2-12076689-7.html.csv,the texas rangers played the tigers two times in the 2006 season,"Based on the table, the texas rangers played the tigers two times in the 2006 season, therefore, the claim is true.",1,1,select * from T,189,189
2-12076689-7.html.csv,in three different baseball games the final score was 8 - 1,"Based on the table, in three different baseball games the final score was indeed 8 - 1, therefore, the claim is true.",1,1,"SELECT date, opponent, score FROM T WHERE score = '8 - 1';",9,189
2-12076689-7.html.csv,in the 2006 season the texas mariners played the angels nine times,"Based on the table, the Texas Mariners played the Angels seven times in the 2006 season, not nine times. Therefore, the claim is false.",0,0,SELECT COUNT(*) FROM T WHERE opponent = 'angels';,1,189
2-12076689-7.html.csv,all games in the 2007 season were played in the month of october,"Based on the provided table and SQL query, we cannot verify the claim about the 2007 season as there is no information or data related to the 2007 season in the table or query results.",0,0,"SELECT date, opponent FROM T WHERE date LIKE 'oct%';",2,189
2-12076689-7.html.csv,the final game score was 8 - 3 in two different games of the 2007 season,"Based on the provided table and SQL query, there is only one game with a final score of 8 - 3 in the 2006 Texas Rangers season. Therefore, the claim that the final game score was 8 - 3 in two different games of the 2007 season is false.",0,0,"SELECT date, opponent, score FROM T WHERE score = '8 - 3';",3,189
2-12076689-7.html.csv,the texas mariners played the tigers two times in the 2008 season,"Based on the provided table, the claim is false. The table is titled ""2006 texas rangers season"" and there are no records of the Texas Mariners playing the Tigers in that season.",0,0,select * from T,189,189
2-12076689-7.html.csv,in four different baseball games the final score was 9 - 2,"Based on the provided table, there is no instance where the final score of a baseball game was 9 - 2. Therefore, the claim is false.",0,0,select * from T,189,189
2-11545282-1.html.csv,the utah jazz had six player from the united states,"Based on the table, the Utah Jazz had six players from the United States, therefore the claim is true.",1,1,"SELECT player, nationality FROM T WHERE nationality = 'united states';",12,54
2-11545282-1.html.csv,of the three different position georgia and penn state contributed two of the same,"Based on the table, there is no record of a player with a position from Georgia or Penn State, therefore the claim is false.",0,0,"SELECT position, school___club_team FROM T WHERE position IN ('guard', 'center / forward', 'forward') AND (school___club_team = 'georgia' OR school___club_team = 'penn state');",2,54
2-11545282-1.html.csv,"after 2000 england , the united states , brazil , and and puerto rico each contributed one player","Based on the table, after 2000, England, the United States, Brazil, and Puerto Rico each contributed one player to the Utah Jazz all-time roster. Therefore, the claim is true.",1,1,"SELECT nationality, COUNT(player) FROM T WHERE nationality IN ('england', 'united states', 'brazil', 'puerto rico') AND years_for_jazz > 2000 GROUP BY nationality;",8,54
2-11545282-1.html.csv,the united states contributed the most players of all the countries,"Based on the table and the SQL query, the claim is true. The table shows that the count for the United States nationality is 6, which is the highest count among all the nationalities.",1,1,"SELECT nationality, COUNT(*) as count FROM T GROUP BY nationality ORDER BY count DESC LIMIT 1;",2,54
2-11545282-1.html.csv,"after 1985 , the united states contributed four players with louis amundson being the most recent","Based on the table, after 1985, the united states contributed four players to the Utah Jazz, with Louis Amundson being the most recent in 2007. Therefore, the claim is true.",1,1,"SELECT player, nationality, years_for_jazz FROM T WHERE nationality = 'united states' AND years_for_jazz > 1985;",12,54
2-11545282-1.html.csv,the utah jazz had three players from the united states,"Based on the table, the Utah Jazz had six players from the United States, therefore the claim is false.",0,0,"SELECT player, nationality FROM T WHERE nationality = 'united states';",12,54
2-11545282-1.html.csv,"of the three different positions , georgia and penn state contributed a center and a guard","Based on the table, the positions for players from Georgia and Penn State are not specified. Therefore, we cannot verify the claim and it is inconclusive.",1,0,select * from T,54,54
2-11545282-1.html.csv,"after 2000 , only brazil and england contributed one player to the utah jazz","Based on the table, after 2000, only Brazil and England contributed one player each to the Utah Jazz. Therefore, the claim is true.",0,1,"SELECT player, nationality FROM T WHERE nationality = 'brazil' OR nationality = 'england' AND years_for_jazz > 2000;",4,54
2-11545282-1.html.csv,"of all the countries , england contributed the most players of all the countries","Based on the provided table and SQL query, the claim that ""of all the countries, England contributed the most players"" cannot be verified. The SQL query does not provide information about the nationality of the players, so we cannot determine which country contributed the most players.",0,0,"SELECT nationality, COUNT(*) AS player_count FROM T GROUP BY nationality ORDER BY player_count DESC LIMIT 1;",2,54
2-11545282-1.html.csv,"after 1985 , the united states contributed two players with rafael araãjo being the most recent","Based on the provided table and SQL query, the claim is false. The table does not include any information about Rafael Araújo, and the most recent players from the United States listed in the table are Louis Amundson, Shandon Anderson, Isaac Austin, and Anthony Avent.",0,0,"SELECT player, nationality FROM T WHERE nationality = 'united states' AND years_for_jazz > 1985;",8,54
2-1015521-1.html.csv,there are currently 12 t - 260 eu aircrafts in service,"Based on the provided table, there is no information available about the number of t - 260 eu aircrafts currently in service. Therefore, it is not possible to verify the claim.",1,0,select * from T,96,96
2-1015521-1.html.csv,there are 3 c - 95 aircrafts of brazilian origin currently in service,"Based on the table, there is only 1 aircraft of Brazilian origin currently in service, which is the Embraer EMB 110 Bandeirante. Therefore, the claim is false.",1,0,select * from T,96,96
2-1015521-1.html.csv,there are 12 t - 260 eu aircrafts currently in service,"Based on the provided table, there is no information about the number of t - 260 eu aircrafts currently in service. Therefore, the claim cannot be verified as true or false.",1,1,select * from T,96,96
2-1015521-1.html.csv,there are 3 c - 95 brazilian aircrafts currently in service,"Based on the provided table, there are 3 embraer emb 110 bandeirante aircrafts from Brazil currently in service. Therefore, the claim is true.",1,1,select * from T,96,96
2-1015521-1.html.csv,"with 2 in service by the us , the beechcraft represents the b58 model aircraft","Based on the table, with 2 in service by the US, the Beechcraft B58 Baron represents the trainer/liaison type of aircraft. Therefore, the claim is true.",1,1,"SELECT aircraft, type FROM T WHERE in_service LIKE '%2%' AND origin = 'united states' AND aircraft LIKE '%b58%';",2,96
2-1015521-1.html.csv,bell uh - 1 iroquois is the version of b - 58 aircraft model originated in the united states which has 2 in service,"Based on the table, the claim is false. The bell uh - 1 iroquois is not a version of the b - 58 aircraft model. Additionally, the bell uh - 1 iroquois has 13 in service, not 2.",0,0,select * from T,96,96
2-1015521-1.html.csv,the ebraer emb 120 basilia from switzerland is a transport / utility type aircraft,"Based on the table, there is no ""ebraer emb 120 basilia"" from Switzerland listed. Therefore, the claim is false.",0,0,select * from T,96,96
2-1015521-1.html.csv,brazil has transport / utility and attack type aircrafts,"Based on the table, Brazil only has a transport / utility type aircraft, therefore the claim is false.",0,0,"SELECT aircraft, type FROM T WHERE origin = 'brazil' AND (type = 'transport / utility' OR type = 'attack');",2,96
2-1015521-1.html.csv,there are 12 t - 260 eu aircraft currently in service that originated from switzerland,"Based on the table, there is no t - 260 eu aircraft currently in service that originated from Switzerland. Therefore, the claim is false.",0,0,select * from T,96,96
2-1015521-1.html.csv,the aircraft bell 212 twin huey was a trainer type,"Based on the table, the aircraft bell 212 twin huey is classified as a transport/utility type, not a trainer type. Therefore, the claim is false.",0,0,select * from T,96,96
2-16835332-3.html.csv,the years 1972 - 1976 have a rank of 1,"Based on the execution result of the SQL query, the claim is true. The years 1972 - 1976 have a rank of 1.",1,1,SELECT rank FROM T WHERE years = '1972 - 1976' AND rank = 1;,1,70
2-16835332-3.html.csv,there are no games that have rebounds larger than 1048,"Based on the table, the maximum value for the ""total_rebounds"" column is 1048, therefore the claim is true.",1,1,select * from T,70,70
2-16835332-3.html.csv,the total rebounds of player herb estes are 734,"Based on the SQL query result, the claim that the total rebounds of player Herb Estes are 734 is true.",1,1,SELECT total_rebounds FROM T WHERE player = 'herb estes';,1,70
2-16835332-3.html.csv,7.2 is the rebound average when games is 125 and the rank is 7,"Based on the provided table and SQL query, the claim is true. The rebound average is indeed 7.2 when the number of games is 125 and the rank is 7.",1,1,SELECT reb_avg FROM T WHERE games = 125 AND rank = 7;,1,70
2-16835332-3.html.csv,no other game have total rebounds smaller than 1048,"Based on the table, there are no other games listed that have total rebounds smaller than 1048, therefore, the claim is true.",0,1,SELECT * FROM T WHERE total_rebounds < 1048;,63,70
2-16835332-3.html.csv,there are zero rebounds with george evans as a player and a rank larger than 8,"Based on the table, George Evans has a total of 953 rebounds and his rank is 4, which is smaller than 8. Therefore, the claim is false.",0,0,select * from T,70,70
2-16835332-3.html.csv,herb estes has 708 rebounds,"Based on the table, Herb Estes has 734 rebounds, not 708. Therefore, the claim is false.",0,0,select * from T,70,70
2-16835332-3.html.csv,6.2 is the total of rebound averages with more than 124 games and a rank of 10,"Based on the table, the player with a rank of 10 has a rebound average of 6.2, but there is no information provided about the number of games they played. Therefore, it is not possible to verify the claim and the response is inconclusive.",0,0,select * from T,70,70
1-29789-1.html.csv,25.7 million international tourists visited russia in 2012,"Based on the table, 25.7 million international tourists visited Russia in 2012, therefore, the claim is true.",1,1,"SELECT country, international_tourist_arrivals_2012 FROM T WHERE country = 'russia' AND international_tourist_arrivals_2012 = 25700000;",2,72
1-29789-1.html.csv,"in the unwto region of asia , 57.7 million international tourist arrivals (2012) which was less than in 2011","Based on the table, in the unwto region of asia, there were 57.7 million international tourist arrivals in 2012, which is the same as in 2011. Therefore, the claim is false.",0,0,select * from T,72,72
1-1697190-2.html.csv,this person 's lowest yearly earnings between 1998 and 2005 was 0,"Based on the table, the person's lowest yearly earnings between 1998 and 2005 was indeed 0, therefore the claim is true.",1,1,"SELECT year, earnings FROM T WHERE earnings = 0 AND year >= 1998 AND year <= 2005;",6,56
1-1697190-2.html.csv,casey martin never won a tournament,"Based on the table, Casey Martin has 0 wins in all the tournaments he played, therefore the claim is true.",1,1,SELECT * FROM T WHERE wins = 0;,56,56
1-1697190-2.html.csv,the number of tournaments played in 2000 was 2,"Based on the table, the number of tournaments played in 2000 was 29, therefore, the claim is false.",0,0,SELECT tournaments_played FROM T WHERE year = 2000;,1,56
2-18844321-1.html.csv,there was 13 tour matches in the last 3 months of 1978,"Based on the SQL query result, there were 13 tour matches in the last 3 months of 1978, therefore, the claim is true.",0,1,SELECT COUNT(*) FROM T WHERE date >= '1978-10-01' AND date <= '1978-12-31' AND status = 'tour match';,1,108
2-18844321-1.html.csv,there were 4 test matches in the last 2 months of 1978,"Based on the table, there were 4 test matches in the last 2 months of 1978 (Ireland, Wales, England, and Barbarians), therefore the claim is true.",1,1,"SELECT opposing_team, date FROM T WHERE date >= '1978-11-01' AND date <= '1978-12-31';",22,108
2-18844321-1.html.csv,there were four teams that scored exactly 12 against cambridge university,"Based on the provided table and query result, there is only one team (Cambridge University) that scored exactly 12 against Cambridge University. Therefore, the claim is false.",0,0,"SELECT opposing_team, against FROM T WHERE against = 12 AND opposing_team = 'cambridge university';",2,108
2-18844321-1.html.csv,"there was a tour match held in october and a test match held in november in twickenham , london","Based on the table, there was a tour match held in October (1978-10-28) and a test match held in November (1978-11-25) in Twickenham, London. Therefore, the claim is true.",1,1,"SELECT * FROM T WHERE (date LIKE '%-10-%' AND venue LIKE '%twickenham , london%') OR (date LIKE '%-11-%' AND venue LIKE '%twickenham , london%');",12,108
2-18844321-1.html.csv,there were 5 matches held in october of 1978,"Based on the table, there were 5 matches held in October of 1978, therefore, the claim is true.",1,1,"SELECT opposing_team, against, date FROM T WHERE date LIKE '1978-10%';",15,108
2-18844321-1.html.csv,all 4 test matches took place in october of 1978,"Based on the table, all 4 test matches took place in October of 1978, therefore, the claim is true.",0,1,"SELECT opposing_team, against, date FROM T WHERE date LIKE '1978-10%';",15,108
2-18844321-1.html.csv,no team scored more than 10 against cambridge university,"Based on the table, the opposing team ""cambridge university"" had a score of 12 against them, which is more than 10. Therefore, the claim is false.",0,0,select * from T,108,108
2-18844321-1.html.csv,"all matches held in november in twickenham , london were tour matches","Based on the table, there is only one match held in November in Twickenham, London, which is against London Counties. The status of this match is ""tour match"", therefore the claim is true.",0,1,select * from T,108,108
2-18844321-1.html.csv,all 5 matches held in october of 1978 took place after the 25th of the month,"Based on the table, there are only 4 matches held in October of 1978, and all of them took place after the 25th of the month. Therefore, the claim is true.",0,1,"SELECT opposing_team, date FROM T WHERE date > '1978-10-25';",30,108
2-10826385-15.html.csv,melbourne had the lowest score when playing as the away team,"Based on the table and the SQL query, it is true that Melbourne had the lowest score when playing as the away team. The query selects the away team and their corresponding score from the table, orders them in ascending order, and limits the result to the first row. The result shows that Melbourne had a score of 8.1 (58), which is the lowest among the away teams. Therefore, the claim is true.",1,1,"SELECT away_team, away_team_score FROM T WHERE away_team = 'melbourne' ORDER BY away_team_score ASC LIMIT 1;",2,48
2-10826385-15.html.csv,the collingwood vs melbourne game has the largest crowd size,"Based on the table and the SQL query, the collingwood vs melbourne game has a crowd size of 30883, which is the largest crowd size. Therefore, the claim is true.",1,1,"SELECT home_team, away_team, crowd FROM T WHERE home_team = 'collingwood' AND away_team = 'melbourne' ORDER BY crowd DESC LIMIT 1;",3,48
